match_id,date,tournament,tournament_tier,hunter_player,survivor1_player,survivor2_player,survivor3_player,survivor4_player,map_name,n_escaped,hunter_wins,source_file,source_row
6270,2022-11-11,IVL_2022_fall_regular,IVL,yue,sxy,xingchen,dis,yinl,"红教堂",2,,IVL_COA_2020-2024.json,595
6271,2022-11-11,IVL_2022_fall_regular,IVL,anyi,lis,xen,zibi,fox,"红教堂",2,,IVL_COA_2020-2024.json,595
6272,2022-11-11,IVL_2022_fall_regular,IVL,yue,sxy,xingchen,yinl,dis,"湖景村",0,1,IVL_COA_2020-2024.json,595
6273,2022-11-11,IVL_2022_fall_regular,IVL,anyi,zibi,lis,fox,xen,"湖景村",2,,IVL_COA_2020-2024.json,595
6274,2022-11-11,IVL_2022_fall_regular,IVL,ppx,huahua,df,bbe,tx,"军工厂",2,,IVL_COA_2020-2024.json,596
6275,2022-11-11,IVL_2022_fall_regular,IVL,yeyv,ak,czai,shadow,heart,"军工厂",4,0,IVL_COA_2020-2024.json,596
6276,2022-11-11,IVL_2022_fall_regular,IVL,yeyv,ak,czai,shadow,heart,"唐人街",3,0,IVL_COA_2020-2024.json,596
6277,2022-11-11,IVL_2022_fall_regular,IVL,ppx,huahua,bbe,tx,df,"唐人街",1,1,IVL_COA_2020-2024.json,596
6278,2022-11-11,IVL_2022_fall_regular,IVL,ymm,ppz,ppxia,kucao,18,"永眠镇",1,1,IVL_COA_2020-2024.json,597
6279,2022-11-11,IVL_2022_fall_regular,IVL,xawm,iron,huiyi,long,mk,"永眠镇",0,1,IVL_COA_2020-2024.json,597
6280,2022-11-11,IVL_2022_fall_regular,IVL,ymm,ppxia,18,ppz,kucao,"军工厂",1,1,IVL_COA_2020-2024.json,597
6281,2022-11-11,IVL_2022_fall_regular,IVL,xawm,iron,huiyi,mk,long,"军工厂",0,1,IVL_COA_2020-2024.json,597
6282,2022-11-12,IVL_2022_fall_regular,IVL,ppx,sans,drop,libao,maom,"红教堂",3,0,IVL_COA_2020-2024.json,598
6283,2022-11-12,IVL_2022_fall_regular,IVL,d,shadow,czai,ak,heart,"红教堂",3,0,IVL_COA_2020-2024.json,598
6284,2022-11-12,IVL_2022_fall_regular,IVL,d,ak,czai,heart,shadow,"唐人街",3,0,IVL_COA_2020-2024.json,598
6285,2022-11-12,IVL_2022_fall_regular,IVL,ppx,sans,maom,libao,drop,"唐人街",0,1,IVL_COA_2020-2024.json,598
6286,2022-11-12,IVL_2022_fall_regular,IVL,ppx,sans,maom,libao,drop,"军工厂",3,0,IVL_COA_2020-2024.json,598
6287,2022-11-12,IVL_2022_fall_regular,IVL,d,heart,shadow,ak,czai,"军工厂",1,1,IVL_COA_2020-2024.json,598
6288,2022-11-12,IVL_2022_fall_regular,IVL,xawm,fox,zibi,xen,lis,"红教堂",3,0,IVL_COA_2020-2024.json,599
6289,2022-11-12,IVL_2022_fall_regular,IVL,yue,ppxia,ppz,kucao,18,"红教堂",2,,IVL_COA_2020-2024.json,599
6290,2022-11-12,IVL_2022_fall_regular,IVL,yue,ppz,kucao,18,ppxia,"里奥的回忆",2,,IVL_COA_2020-2024.json,599
6291,2022-11-12,IVL_2022_fall_regular,IVL,xawm,fox,zibi,xen,lis,"里奥的回忆",3,0,IVL_COA_2020-2024.json,599
6292,2022-11-12,IVL_2022_fall_regular,IVL,alex,xingh,huac,xiaod,add,"唐人街",0,1,IVL_COA_2020-2024.json,600
6293,2022-11-12,IVL_2022_fall_regular,IVL,xc,jelly,huan,ming,487,"唐人街",3,0,IVL_COA_2020-2024.json,600
6294,2022-11-12,IVL_2022_fall_regular,IVL,xc,487,ming,huan,jelly,"军工厂",2,,IVL_COA_2020-2024.json,600
6295,2022-11-12,IVL_2022_fall_regular,IVL,alex,xiaod,xingh,add,huac,"军工厂",1,1,IVL_COA_2020-2024.json,600
6296,2022-11-12,IJL_2022_fall_regular,IJL,vanpyi,gnk,yuto,pinota,k3,"永眠镇",1,1,oversea_2020-2024.json,451
6297,2022-11-12,IJL_2022_fall_regular,IJL,ideshi,dolisu,sasori,kznk,mocchi,"永眠镇",3,0,oversea_2020-2024.json,451
6298,2022-11-12,IJL_2022_fall_regular,IJL,ryz,kznk,dolisu,mocchi,sasori,"唐人街",3,0,oversea_2020-2024.json,451
6299,2022-11-12,IJL_2022_fall_regular,IJL,alf,yuto,gnk,k3,pinota,"唐人街",2,,oversea_2020-2024.json,451
6300,2022-11-12,IJL_2022_fall_regular,IJL,aka,lim,nyan,atto,toki,"永眠镇",0,1,oversea_2020-2024.json,452
6301,2022-11-12,IJL_2022_fall_regular,IJL,yuu,soba,alphar,ivory,city,"永眠镇",2,,oversea_2020-2024.json,452
6302,2022-11-12,IJL_2022_fall_regular,IJL,rose,alphar,ivory,city,soba,"湖景村",1,1,oversea_2020-2024.json,452
6303,2022-11-12,IJL_2022_fall_regular,IJL,aka,atto,lim,nyan,toki,"湖景村",1,1,oversea_2020-2024.json,452
6304,2022-11-12,IJL_2022_fall_regular,IJL,shota,lim,atto,takakou,nyan,"圣心医院",3,0,oversea_2020-2024.json,452
6305,2022-11-12,IJL_2022_fall_regular,IJL,rose,city,soba,ivory,alphar,"圣心医院",4,0,oversea_2020-2024.json,452
6306,2022-11-12,IJL_2022_fall_regular,IJL,vanpyi,unpyi,raolie,maeken,yougg,"里奥的回忆",2,,oversea_2020-2024.json,453
6307,2022-11-12,IJL_2022_fall_regular,IJL,hasha,dolisu,kznk,sasori,mocchi,"里奥的回忆",3,0,oversea_2020-2024.json,453
6308,2022-11-12,IJL_2022_fall_regular,IJL,pipicha,mocchi,kznk,dolisu,sasori,"湖景村",3,0,oversea_2020-2024.json,453
6309,2022-11-12,IJL_2022_fall_regular,IJL,alf,maeken,yougg,unpyi,raolie,"湖景村",2,,oversea_2020-2024.json,453
6310,2022-11-13,IVL_2022_fall_regular,IVL,dongx,maom,sans,drop,libao,"永眠镇",3,0,IVL_COA_2020-2024.json,601
6311,2022-11-13,IVL_2022_fall_regular,IVL,rabbit,silverzhi,zyj,bobo,yihua,"永眠镇",2,,IVL_COA_2020-2024.json,601
6312,2022-11-13,IVL_2022_fall_regular,IVL,rabbit,bobo,zyj,silverzhi,yihua,"湖景村",0,1,IVL_COA_2020-2024.json,601
6313,2022-11-13,IVL_2022_fall_regular,IVL,dongx,sans,drop,libao,maom,"湖景村",2,,IVL_COA_2020-2024.json,601
6314,2022-11-13,IVL_2022_fall_regular,IVL,xc,xingchen,yinl,sxy,dis,"里奥的回忆",4,0,IVL_COA_2020-2024.json,602
6315,2022-11-13,IVL_2022_fall_regular,IVL,anyi,xingh,xiaod,huac,add,"里奥的回忆",2,,IVL_COA_2020-2024.json,602
6316,2022-11-13,IVL_2022_fall_regular,IVL,anyi,xiaod,xingh,add,huac,"红教堂",2,,IVL_COA_2020-2024.json,602
6317,2022-11-13,IVL_2022_fall_regular,IVL,xc,dis,xingchen,yinl,sxy,"红教堂",0,1,IVL_COA_2020-2024.json,602
6318,2022-11-13,IVL_2022_fall_regular,IVL,xc,yinl,dis,sxy,xingchen,"唐人街",3,0,IVL_COA_2020-2024.json,602
6319,2022-11-13,IVL_2022_fall_regular,IVL,anyi,xingh,xiaod,huac,add,"唐人街",2,,IVL_COA_2020-2024.json,602
6320,2022-11-13,IVL_2022_fall_regular,IVL,ymm,huahua,tx,df,bbe,"永眠镇",0,1,IVL_COA_2020-2024.json,603
6321,2022-11-13,IVL_2022_fall_regular,IVL,yeyv,mk,huiyi,long,iron,"永眠镇",3,0,IVL_COA_2020-2024.json,603
6322,2022-11-13,IVL_2022_fall_regular,IVL,yan,iron,huiyi,mk,long,"军工厂",3,0,IVL_COA_2020-2024.json,603
6323,2022-11-13,IVL_2022_fall_regular,IVL,ymm,bbe,huahua,tx,df,"军工厂",2,,IVL_COA_2020-2024.json,603
6324,2022-11-13,IJL_2022_fall_regular,IJL,hasha,toki,nyan,lim,atto,"军工厂",2,,oversea_2020-2024.json,454
6325,2022-11-13,IJL_2022_fall_regular,IJL,yuu,maeken,raolie,unpyi,yougg,"军工厂",3,0,oversea_2020-2024.json,454
6326,2022-11-13,IJL_2022_fall_regular,IJL,rose,maeken,unpyi,yougg,raolie,"里奥的回忆",4,0,oversea_2020-2024.json,454
6327,2022-11-13,IJL_2022_fall_regular,IJL,pipicha,lim,toki,atto,nyan,"里奥的回忆",0,1,oversea_2020-2024.json,454
6328,2022-11-13,IJL_2022_fall_regular,IJL,aka,k3,pinota,gnk,yuto,"湖景村",3,0,oversea_2020-2024.json,455
6329,2022-11-13,IJL_2022_fall_regular,IJL,ideshi,soba,alphar,city,ivory,"湖景村",4,0,oversea_2020-2024.json,455
6330,2022-11-13,IJL_2022_fall_regular,IJL,aka,gnk,yuto,k3,pinota,"红教堂",2,,oversea_2020-2024.json,455
6331,2022-11-13,IJL_2022_fall_regular,IJL,ryz,soba,alphar,city,ivory,"红教堂",2,,oversea_2020-2024.json,455
6332,2022-11-13,IJL_2022_fall_regular,IJL,shota,gnk,hotaru,yuto,pinota,"唐人街",1,1,oversea_2020-2024.json,455
6333,2022-11-13,IJL_2022_fall_regular,IJL,ryz,city,alphar,soba,ivory,"唐人街",1,1,oversea_2020-2024.json,455
6334,2022-11-13,IJL_2022_fall_regular,IJL,vanpyi,nyan,toki,atto,lim,"永眠镇",3,0,oversea_2020-2024.json,456
6335,2022-11-13,IJL_2022_fall_regular,IJL,yuu,dolisu,sasori,kznk,mocchi,"永眠镇",3,0,oversea_2020-2024.json,456
6336,2022-11-13,IJL_2022_fall_regular,IJL,rose,sasori,dolisu,kznk,mocchi,"湖景村",3,0,oversea_2020-2024.json,456
6337,2022-11-13,IJL_2022_fall_regular,IJL,alf,toki,atto,lim,nyan,"湖景村",1,1,oversea_2020-2024.json,456
6338,2022-11-13,IJL_2022_fall_regular,IJL,rose,kznk,mocchi,sasori,dolisu,"圣心医院",4,0,oversea_2020-2024.json,456
6339,2022-11-13,IJL_2022_fall_regular,IJL,alf,lim,takakou,atto,nyan,"圣心医院",0,1,oversea_2020-2024.json,456
6340,2022-11-18,IVL_2022_fall_regular,IVL,alex,ppz,18,ppxia,kucao,"军工厂",3,0,IVL_COA_2020-2024.json,604
6341,2022-11-18,IVL_2022_fall_regular,IVL,xawm,jelly,487,ming,huan,"军工厂",1,1,IVL_COA_2020-2024.json,604
6342,2022-11-18,IVL_2022_fall_regular,IVL,alex,ppxia,kucao,18,ppz,"唐人街",3,0,IVL_COA_2020-2024.json,604
6343,2022-11-18,IVL_2022_fall_regular,IVL,xawm,jelly,ming,487,huan,"唐人街",2,,IVL_COA_2020-2024.json,604
6344,2022-11-18,IVL_2022_fall_regular,IVL,rabbit,tx,huahua,bbe,qingq,"永眠镇",0,1,IVL_COA_2020-2024.json,605
6345,2022-11-18,IVL_2022_fall_regular,IVL,yan,drop,sans,maom,libao,"永眠镇",3,0,IVL_COA_2020-2024.json,605
6346,2022-11-18,IVL_2022_fall_regular,IVL,yan,drop,sans,libao,maom,"红教堂",3,0,IVL_COA_2020-2024.json,605
6347,2022-11-18,IVL_2022_fall_regular,IVL,d,huahua,qingq,bbe,tx,"红教堂",2,,IVL_COA_2020-2024.json,605
6348,2022-11-18,IVL_2022_fall_regular,IVL,anyi,shadow,czai,ak,heart,"红教堂",3,0,IVL_COA_2020-2024.json,606
6349,2022-11-18,IVL_2022_fall_regular,IVL,ppx,xingchen,dis,yinl,sxy,"红教堂",2,,IVL_COA_2020-2024.json,606
6350,2022-11-18,IVL_2022_fall_regular,IVL,superrich,dis,yinl,xingchen,sxy,"军工厂",0,1,IVL_COA_2020-2024.json,606
6351,2022-11-18,IVL_2022_fall_regular,IVL,anyi,ak,shadow,czai,heart,"军工厂",3,0,IVL_COA_2020-2024.json,606
6352,2022-11-19,IVL_2022_fall_regular,IVL,xc,mk,huiyi,long,iron,"永眠镇",3,0,IVL_COA_2020-2024.json,607
6353,2022-11-19,IVL_2022_fall_regular,IVL,ymm,xingh,xiaod,huac,lul,"永眠镇",2,,IVL_COA_2020-2024.json,607
6354,2022-11-19,IVL_2022_fall_regular,IVL,ymm,xingh,xiaod,lul,huac,"军工厂",2,,IVL_COA_2020-2024.json,607
6355,2022-11-19,IVL_2022_fall_regular,IVL,xc,mk,iron,huiyi,long,"军工厂",3,0,IVL_COA_2020-2024.json,607
6356,2022-11-19,IVL_2022_fall_regular,IVL,anyi,drop,maom,libao,sans,"湖景村",2,,IVL_COA_2020-2024.json,608
6357,2022-11-19,IVL_2022_fall_regular,IVL,rabbit,dis,yinl,sxy,xingchen,"湖景村",2,,IVL_COA_2020-2024.json,608
6358,2022-11-19,IVL_2022_fall_regular,IVL,d,xingchen,yinl,dis,sxy,"唐人街",3,0,IVL_COA_2020-2024.json,608
6359,2022-11-19,IVL_2022_fall_regular,IVL,anyi,maom,sans,libao,drop,"唐人街",3,0,IVL_COA_2020-2024.json,608
6360,2022-11-19,IVL_2022_fall_regular,IVL,anyi,libao,drop,maom,sans,"永眠镇",3,0,IVL_COA_2020-2024.json,608
6361,2022-11-19,IVL_2022_fall_regular,IVL,d,dis,sxy,xingchen,yinl,"永眠镇",2,,IVL_COA_2020-2024.json,608
6362,2022-11-19,IVL_2022_fall_regular,IVL,yue,zyj,silverzhi,yihua,bobo,"永眠镇",0,1,IVL_COA_2020-2024.json,609
6363,2022-11-19,IVL_2022_fall_regular,IVL,dongx,fox,zibi,moon,xen,"永眠镇",3,0,IVL_COA_2020-2024.json,609
6364,2022-11-19,IVL_2022_fall_regular,IVL,dongx,fox,xen,lis,zibi,"里奥的回忆",2,,IVL_COA_2020-2024.json,609
6365,2022-11-19,IVL_2022_fall_regular,IVL,yue,yihua,zyj,bobo,nan,"里奥的回忆",3,0,IVL_COA_2020-2024.json,609
6366,2022-11-19,IVL_2022_fall_regular,IVL,yue,nan,zyj,bobo,yihua,"唐人街",0,1,IVL_COA_2020-2024.json,609
6367,2022-11-19,IVL_2022_fall_regular,IVL,dongx,zibi,lis,xen,fox,"唐人街",2,,IVL_COA_2020-2024.json,609
6368,2022-11-19,IJL_2022_fall_regular,IJL,hasha,gnk,k3,yuto,pinota,"永眠镇",1,1,oversea_2020-2024.json,457
6369,2022-11-19,IJL_2022_fall_regular,IJL,ideshi,maeken,unpyi,raolie,yougg,"永眠镇",3,0,oversea_2020-2024.json,457
6370,2022-11-19,IJL_2022_fall_regular,IJL,ryz,maeken,raolie,unpyi,yougg,"月亮河公园",2,,oversea_2020-2024.json,457
6371,2022-11-19,IJL_2022_fall_regular,IJL,hasha,yuto,k3,pinota,gnk,"月亮河公园",2,,oversea_2020-2024.json,457
6372,2022-11-19,IJL_2022_fall_regular,IJL,ryz,raolie,unpyi,maeken,yougg,"湖景村",2,,oversea_2020-2024.json,457
6373,2022-11-19,IJL_2022_fall_regular,IJL,pipicha,k3,yuto,gnk,pinota,"湖景村",0,1,oversea_2020-2024.json,457
6374,2022-11-19,IJL_2022_fall_regular,IJL,burio,shota,alphar,soba,ivory,"湖景村",0,1,oversea_2020-2024.json,458
6375,2022-11-19,IJL_2022_fall_regular,IJL,aka,tktora,monop,hhu,kirye,"湖景村",2,,oversea_2020-2024.json,458
6376,2022-11-19,IJL_2022_fall_regular,IJL,aka,monop,kirye,ori,hhu,"红教堂",0,1,oversea_2020-2024.json,458
6377,2022-11-19,IJL_2022_fall_regular,IJL,burio,shota,alphar,ivory,soba,"红教堂",0,1,oversea_2020-2024.json,458
6378,2022-11-19,IJL_2022_fall_regular,IJL,aka,kirye,monop,hhu,ori,"唐人街",3,0,oversea_2020-2024.json,458
6379,2022-11-19,IJL_2022_fall_regular,IJL,burio,soba,alphar,shota,ivory,"唐人街",3,0,oversea_2020-2024.json,458
6380,2022-11-19,IJL_2022_fall_regular,IJL,ideshi,mone,soar,sinami,pyone,"里奥的回忆",1,1,oversea_2020-2024.json,459
6381,2022-11-19,IJL_2022_fall_regular,IJL,miraik,gnk,k3,yuto,pinota,"里奥的回忆",0,1,oversea_2020-2024.json,459
6382,2022-11-19,IJL_2022_fall_regular,IJL,ryz,mone,soar,sinami,pyone,"永眠镇",2,,oversea_2020-2024.json,459
6383,2022-11-19,IJL_2022_fall_regular,IJL,silia,yuto,gnk,k3,pinota,"永眠镇",3,0,oversea_2020-2024.json,459
6384,2022-11-19,IJL_2022_fall_regular,IJL,ryz,soar,sinami,mone,pyone,"唐人街",2,,oversea_2020-2024.json,459
6385,2022-11-19,IJL_2022_fall_regular,IJL,silia,yuto,gnk,pinota,hotaru,"唐人街",3,0,oversea_2020-2024.json,459
6386,2022-11-20,IVL_2022_fall_regular,IVL,xawm,ak,shadow,heart,czai,"唐人街",2,,IVL_COA_2020-2024.json,610
6387,2022-11-20,IVL_2022_fall_regular,IVL,ppx,ppz,kucao,ppxia,18,"唐人街",3,0,IVL_COA_2020-2024.json,610
6388,2022-11-20,IVL_2022_fall_regular,IVL,superrich,ppz,kucao,18,ppxia,"永眠镇",2,,IVL_COA_2020-2024.json,610
6389,2022-11-20,IVL_2022_fall_regular,IVL,xawm,shadow,czai,heart,ak,"永眠镇",2,,IVL_COA_2020-2024.json,610
6390,2022-11-20,IVL_2022_fall_regular,IVL,superrich,ppz,18,ppxia,kucao,"红教堂",3,0,IVL_COA_2020-2024.json,610
6391,2022-11-20,IVL_2022_fall_regular,IVL,xawm,shadow,ak,czai,heart,"红教堂",2,,IVL_COA_2020-2024.json,610
6392,2022-11-20,IVL_2022_fall_regular,IVL,yue,tx,qingq,bbe,huahua,"永眠镇",3,0,IVL_COA_2020-2024.json,611
6393,2022-11-20,IVL_2022_fall_regular,IVL,yan,fox,zibi,moon,xen,"永眠镇",0,1,IVL_COA_2020-2024.json,611
6394,2022-11-20,IVL_2022_fall_regular,IVL,yue,huahua,qingq,bbe,tx,"里奥的回忆",2,,IVL_COA_2020-2024.json,611
6395,2022-11-20,IVL_2022_fall_regular,IVL,yan,fox,xen,lis,zibi,"里奥的回忆",3,0,IVL_COA_2020-2024.json,611
6396,2022-11-20,IVL_2022_fall_regular,IVL,yue,huahua,tx,qingq,bbe,"军工厂",2,,IVL_COA_2020-2024.json,611
6397,2022-11-20,IVL_2022_fall_regular,IVL,yan,fox,zibi,xen,lis,"军工厂",3,0,IVL_COA_2020-2024.json,611
6398,2022-11-20,IVL_2022_fall_regular,IVL,alex,nan,zyj,yihua,bobo,"永眠镇",2,,IVL_COA_2020-2024.json,612
6399,2022-11-20,IVL_2022_fall_regular,IVL,dongx,jelly,487,ming,huan,"永眠镇",3,0,IVL_COA_2020-2024.json,612
6400,2022-11-20,IVL_2022_fall_regular,IVL,dongx,jelly,487,huan,ming,"红教堂",1,1,IVL_COA_2020-2024.json,612
6401,2022-11-20,IVL_2022_fall_regular,IVL,alex,nan,yihua,bobo,zyj,"红教堂",3,0,IVL_COA_2020-2024.json,612
6402,2022-11-20,IVL_2022_fall_regular,IVL,alex,nan,zyj,yihua,bobo,"里奥的回忆",0,1,IVL_COA_2020-2024.json,612
6403,2022-11-20,IVL_2022_fall_regular,IVL,dongx,jelly,ming,huan,487,"里奥的回忆",3,0,IVL_COA_2020-2024.json,612
6404,2022-11-20,IJL_2022_fall_regular,IJL,aka,soar,sinami,mone,pyone,"唐人街",3,0,oversea_2020-2024.json,460
6405,2022-11-20,IJL_2022_fall_regular,IJL,miraik,city,alphar,soba,ivory,"唐人街",3,0,oversea_2020-2024.json,460
6406,2022-11-20,IJL_2022_fall_regular,IJL,aka,mone,sinami,soar,pyone,"湖景村",0,1,oversea_2020-2024.json,460
6407,2022-11-20,IJL_2022_fall_regular,IJL,silia,city,soba,ivory,alphar,"湖景村",2,,oversea_2020-2024.json,460
6408,2022-11-20,IJL_2022_fall_regular,IJL,aka,mone,soar,sinami,pyone,"圣心医院",3,0,oversea_2020-2024.json,460
6409,2022-11-20,IJL_2022_fall_regular,IJL,silia,shota,soba,alphar,ivory,"圣心医院",2,,oversea_2020-2024.json,460
6410,2022-11-20,IJL_2022_fall_regular,IJL,ideshi,tktora,hhu,kirye,monop,"永眠镇",0,1,oversea_2020-2024.json,461
6411,2022-11-20,IJL_2022_fall_regular,IJL,burio,k3,yuto,gnk,pinota,"永眠镇",2,,oversea_2020-2024.json,461
6412,2022-11-20,IJL_2022_fall_regular,IJL,ryz,kirye,monop,ori,hhu,"湖景村",2,,oversea_2020-2024.json,461
6413,2022-11-20,IJL_2022_fall_regular,IJL,burio,pinota,k3,yuto,gnk,"湖景村",0,1,oversea_2020-2024.json,461
6414,2022-11-20,IJL_2022_fall_regular,IJL,ryz,kirye,monop,ori,hhu,"军工厂",2,,oversea_2020-2024.json,461
6415,2022-11-20,IJL_2022_fall_regular,IJL,burio,k3,gnk,yuto,pinota,"军工厂",2,,oversea_2020-2024.json,461
6416,2022-11-20,IJL_2022_fall_regular,IJL,ryz,hhu,monop,ori,kirye,"唐人街",3,0,oversea_2020-2024.json,461
6417,2022-11-20,IJL_2022_fall_regular,IJL,burio,gnk,pinota,k3,yuto,"唐人街",2,,oversea_2020-2024.json,461
6418,2022-11-20,IJL_2022_fall_regular,IJL,aka,maeken,unpyi,yougg,raolie,"月亮河公园",3,0,oversea_2020-2024.json,462
6419,2022-11-20,IJL_2022_fall_regular,IJL,hasha,ivory,shota,soba,alphar,"月亮河公园",2,,oversea_2020-2024.json,462
6420,2022-11-20,IJL_2022_fall_regular,IJL,aka,raolie,unpyi,yougg,maeken,"湖景村",2,,oversea_2020-2024.json,462
6421,2022-11-20,IJL_2022_fall_regular,IJL,pipicha,alphar,soba,shota,ivory,"湖景村",3,0,oversea_2020-2024.json,462
6422,2022-11-20,IJL_2022_fall_regular,IJL,aka,maeken,yougg,unpyi,raolie,"唐人街",2,,oversea_2020-2024.json,462
6423,2022-11-20,IJL_2022_fall_regular,IJL,pipicha,shota,soba,alphar,ivory,"唐人街",3,0,oversea_2020-2024.json,462
6424,2022-11-25,IVL_2022_fall_regular,IVL,yan,xiaod,lul,xingh,huac,"永眠镇",0,1,IVL_COA_2020-2024.json,613
6425,2022-11-25,IVL_2022_fall_regular,IVL,xc,huahua,tx,qingq,bbe,"永眠镇",1,1,IVL_COA_2020-2024.json,613
6426,2022-11-25,IVL_2022_fall_regular,IVL,xc,huahua,bbe,qingq,tx,"唐人街",3,0,IVL_COA_2020-2024.json,613
6427,2022-11-25,IVL_2022_fall_regular,IVL,yan,xingh,xiaod,lul,huac,"唐人街",0,1,IVL_COA_2020-2024.json,613
6428,2022-11-25,IVL_2022_fall_regular,IVL,dongx,xingchen,dis,yinl,sxy,"唐人街",2,,IVL_COA_2020-2024.json,614
6429,2022-11-25,IVL_2022_fall_regular,IVL,anyi,nan,silverzhi,yihua,zyj,"唐人街",0,1,IVL_COA_2020-2024.json,614
6430,2022-11-25,IVL_2022_fall_regular,IVL,anyi,nan,yihua,silverzhi,zyj,"红教堂",0,1,IVL_COA_2020-2024.json,614
6431,2022-11-25,IVL_2022_fall_regular,IVL,dongx,dis,yinl,xingchen,sxy,"红教堂",0,1,IVL_COA_2020-2024.json,614
6432,2022-11-25,IVL_2022_fall_regular,IVL,dongx,xingchen,sxy,yinl,dis,"军工厂",3,0,IVL_COA_2020-2024.json,614
6433,2022-11-25,IVL_2022_fall_regular,IVL,anyi,zyj,yihua,silverzhi,nan,"军工厂",2,,IVL_COA_2020-2024.json,614
6434,2022-11-25,IVL_2022_fall_regular,IVL,ymm,sans,drop,maom,libao,"唐人街",0,1,IVL_COA_2020-2024.json,615
6435,2022-11-25,IVL_2022_fall_regular,IVL,d,iron,huiyi,mk,long,"唐人街",3,0,IVL_COA_2020-2024.json,615
6436,2022-11-25,IVL_2022_fall_regular,IVL,d,iron,huiyi,mk,long,"湖景村",3,0,IVL_COA_2020-2024.json,615
6437,2022-11-25,IVL_2022_fall_regular,IVL,ymm,drop,maom,libao,sans,"湖景村",0,1,IVL_COA_2020-2024.json,615
6438,2022-11-26,IVL_2022_fall_regular,IVL,dongx,ak,czai,heart,shadow,"红教堂",0,1,IVL_COA_2020-2024.json,616
6439,2022-11-26,IVL_2022_fall_regular,IVL,ppx,silverzhi,yihua,zyj,nan,"红教堂",3,0,IVL_COA_2020-2024.json,616
6440,2022-11-26,IVL_2022_fall_regular,IVL,dongx,ak,shadow,heart,czai,"唐人街",0,1,IVL_COA_2020-2024.json,616
6441,2022-11-26,IVL_2022_fall_regular,IVL,superrich,silverzhi,yihua,zyj,nan,"唐人街",0,1,IVL_COA_2020-2024.json,616
6442,2022-11-26,IVL_2022_fall_regular,IVL,ppx,silverzhi,nan,zyj,yihua,"里奥的回忆",2,,IVL_COA_2020-2024.json,616
6443,2022-11-26,IVL_2022_fall_regular,IVL,dongx,ak,czai,heart,shadow,"里奥的回忆",2,,IVL_COA_2020-2024.json,616
6444,2022-11-26,IVL_2022_fall_regular,IVL,alex,dis,yinl,sxy,xingchen,"唐人街",2,,IVL_COA_2020-2024.json,617
6445,2022-11-26,IVL_2022_fall_regular,IVL,anyi,huan,487,ming,jelly,"唐人街",3,0,IVL_COA_2020-2024.json,617
6446,2022-11-26,IVL_2022_fall_regular,IVL,alex,sxy,yinl,xingchen,dis,"湖景村",1,1,IVL_COA_2020-2024.json,617
6447,2022-11-26,IVL_2022_fall_regular,IVL,anyi,jelly,huan,487,ming,"湖景村",3,0,IVL_COA_2020-2024.json,617
6448,2022-11-26,IVL_2022_fall_regular,IVL,yue,xingh,add,huac,xiaod,"永眠镇",2,,IVL_COA_2020-2024.json,618
6449,2022-11-26,IVL_2022_fall_regular,IVL,xc,fox,zibi,moon,xen,"永眠镇",2,,IVL_COA_2020-2024.json,618
6450,2022-11-26,IVL_2022_fall_regular,IVL,xc,fox,zibi,lis,xen,"月亮河公园",3,0,IVL_COA_2020-2024.json,618
6451,2022-11-26,IVL_2022_fall_regular,IVL,yue,huac,xiaod,xingh,add,"月亮河公园",1,1,IVL_COA_2020-2024.json,618
6452,2022-11-26,IVL_2022_fall_regular,IVL,yue,huac,xiaod,add,xingh,"湖景村",1,1,IVL_COA_2020-2024.json,618
6453,2022-11-26,IVL_2022_fall_regular,IVL,xc,fox,moon,zibi,xen,"湖景村",3,0,IVL_COA_2020-2024.json,618
6454,2022-11-26,IJL_2022_fall_regular,IJL,yuu,mone,sinami,soar,pyone,"湖景村",2,,oversea_2020-2024.json,463
6455,2022-11-26,IJL_2022_fall_regular,IJL,miraik,nyan,toki,lim,atto,"湖景村",3,0,oversea_2020-2024.json,463
6456,2022-11-26,IJL_2022_fall_regular,IJL,rose,mone,sinami,soar,pyone,"永眠镇",3,0,oversea_2020-2024.json,463
6457,2022-11-26,IJL_2022_fall_regular,IJL,silia,nyan,toki,lim,atto,"永眠镇",2,,oversea_2020-2024.json,463
6458,2022-11-26,IJL_2022_fall_regular,IJL,rose,pyone,sinami,mone,soar,"唐人街",2,,oversea_2020-2024.json,463
6459,2022-11-26,IJL_2022_fall_regular,IJL,silia,takakou,nyan,lim,atto,"唐人街",2,,oversea_2020-2024.json,463
6460,2022-11-26,IJL_2022_fall_regular,IJL,silia,takakou,atto,nyan,lim,"圣心医院",2,,oversea_2020-2024.json,463
6461,2022-11-26,IJL_2022_fall_regular,IJL,rose,pyone,sinami,soar,mone,"圣心医院",2,,oversea_2020-2024.json,463
6462,2022-11-26,IJL_2022_fall_regular,IJL,burio,raolie,yougg,maeken,unpyi,"圣心医院",0,1,oversea_2020-2024.json,464
6463,2022-11-26,IJL_2022_fall_regular,IJL,hasha,tktora,kirye,hhu,monop,"圣心医院",0,1,oversea_2020-2024.json,464
6464,2022-11-26,IJL_2022_fall_regular,IJL,pipicha,kirye,monop,hhu,ori,"红教堂",2,,oversea_2020-2024.json,464
6465,2022-11-26,IJL_2022_fall_regular,IJL,burio,unpyi,yougg,raolie,maeken,"红教堂",0,1,oversea_2020-2024.json,464
