match_id,date,tournament,tournament_tier,hunter_player,survivor1_player,survivor2_player,survivor3_player,survivor4_player,map_name,n_escaped,hunter_wins,source_file,source_row
3095,2021-09-26,IVS_2021,IVS,afu,skyfall,9mammos,littleboy,captkun,"军工厂",2,,oversea_2020-2024.json,141
3096,2021-09-26,IVS_2021,IVS,lasthuman,mk,long,ak,iron,"军工厂",4,0,oversea_2020-2024.json,141
3097,2021-09-26,IVS_2021,IVS,silk,bobo,zyj,yihua,upxi,"军工厂",2,,oversea_2020-2024.json,142
3098,2021-09-26,IVS_2021,IVS,dongx,mocchi,unpyi,lim,kznk,"军工厂",2,,oversea_2020-2024.json,142
3099,2021-09-26,IVS_2021,IVS,alf,zyj,upxi,bobo,yihua,"圣心医院",0,1,oversea_2020-2024.json,142
3100,2021-09-26,IVS_2021,IVS,dongx,unpyi,lim,mocchi,kznk,"圣心医院",0,1,oversea_2020-2024.json,142
3101,2021-09-26,IVS_2021,IVS,dongx,mocchi,lim,kznk,unpyi,"永眠镇",3,0,oversea_2020-2024.json,142
3102,2021-09-26,IVS_2021,IVS,alf,ww,bobo,zyj,upxi,"永眠镇",2,,oversea_2020-2024.json,142
3103,2021-09-26,IVS_2021,IVS,vanpyi,heart,kong,youzi,shadow,"圣心医院",0,1,oversea_2020-2024.json,143
3104,2021-09-26,IVS_2021,IVS,ppx,kat,atto,dolisu,raolie,"圣心医院",0,1,oversea_2020-2024.json,143
3105,2021-09-26,IVS_2021,IVS,vanpyi,kong,youzi,shadow,heart,"永眠镇",2,,oversea_2020-2024.json,143
3106,2021-09-26,IVS_2021,IVS,ppx,kat,raolie,dolisu,atto,"永眠镇",0,1,oversea_2020-2024.json,143
3107,2021-09-26,IVS_2021,IVS,yanasa,shadow,kong,heart,youzi,"红教堂",2,,oversea_2020-2024.json,143
3108,2021-09-26,IVS_2021,IVS,ppx,atto,takakou,kat,dolisu,"红教堂",3,0,oversea_2020-2024.json,143
3109,2021-10-01,IVS_2021,IVS,migon,zyj,ww,bobo,upxi,"永眠镇",2,,oversea_2020-2024.json,144
3110,2021-10-01,IVS_2021,IVS,dongx,monop,yat,hotaru,fuku@jp,"永眠镇",3,0,oversea_2020-2024.json,144
3111,2021-10-01,IVS_2021,IVS,migon,bobo,ww,zyj,upxi,"永眠镇",3,0,oversea_2020-2024.json,144
3112,2021-10-01,IVS_2021,IVS,dongx,yat,hotaru,fuku@jp,monop,"永眠镇",2,,oversea_2020-2024.json,144
3113,2021-10-01,IVS_2021,IVS,bashi,bobo,ww,zyj,upxi,"月亮河公园",3,0,oversea_2020-2024.json,144
3114,2021-10-01,IVS_2021,IVS,dongx,hotaru,monop,fuku@jp,yat,"月亮河公园",1,1,oversea_2020-2024.json,144
3115,2021-10-01,IVS_2021,IVS,vanpyi,iron,ak,mk,long,"唐人街",0,1,oversea_2020-2024.json,145
3116,2021-10-01,IVS_2021,IVS,afu,kat,raolie,takakou,atto,"唐人街",0,1,oversea_2020-2024.json,145
3117,2021-10-01,IVS_2021,IVS,yanasa,iron,mk,ak,long,"圣心医院",3,0,oversea_2020-2024.json,145
3118,2021-10-01,IVS_2021,IVS,afu,kat,takakou,atto,dolisu,"圣心医院",2,,oversea_2020-2024.json,145
3119,2021-10-01,IVS_2021,IVS,afu,kat,takakou,dolisu,atto,"红教堂",3,0,oversea_2020-2024.json,145
3120,2021-10-01,IVS_2021,IVS,yanasa,mk,iron,ak,long,"红教堂",3,0,oversea_2020-2024.json,145
3121,2021-10-02,IVS_2021,IVS,afu,lim,unpyi,mocchi,kznk,"永眠镇",3,0,oversea_2020-2024.json,146
3122,2021-10-02,IVS_2021,IVS,silk,long,ak,mk,iron,"永眠镇",4,0,oversea_2020-2024.json,146
3123,2021-10-02,IVS_2021,IVS,afu,mocchi,unpyi,lim,kznk,"湖景村",2,,oversea_2020-2024.json,146
3124,2021-10-02,IVS_2021,IVS,alf,long,mk,iron,ak,"湖景村",3,0,oversea_2020-2024.json,146
3125,2021-10-02,IVS_2021,IVS,dongx,shadow,youzi,heart,kong,"永眠镇",3,0,oversea_2020-2024.json,147
3126,2021-10-02,IVS_2021,IVS,ppx,zyj,ww,bobo,upxi,"永眠镇",0,1,oversea_2020-2024.json,147
3127,2021-10-02,IVS_2021,IVS,ppx,zyj,bobo,ww,upxi,"红教堂",2,,oversea_2020-2024.json,147
3128,2021-10-02,IVS_2021,IVS,dongx,kong,heart,shadow,youzi,"红教堂",0,1,oversea_2020-2024.json,147
3129,2021-10-02,IVS_2021,IVS,ppx,bobo,upxi,ww,zyj,"湖景村",0,1,oversea_2020-2024.json,147
3130,2021-10-02,IVS_2021,IVS,dongx,shadow,youzi,heart,kong,"湖景村",3,0,oversea_2020-2024.json,147
3131,2021-10-03,IVS_2021,IVS,silk,bobo,zyj,upxi,ww,"军工厂",3,0,oversea_2020-2024.json,148
3132,2021-10-03,IVS_2021,IVS,dongx,unpyi,mocchi,kznk,lim,"军工厂",0,1,oversea_2020-2024.json,148
3133,2021-10-03,IVS_2021,IVS,alf,bobo,upxi,ww,zyj,"永眠镇",3,0,oversea_2020-2024.json,148
3134,2021-10-03,IVS_2021,IVS,dongx,mocchi,lim,kznk,unpyi,"永眠镇",3,0,oversea_2020-2024.json,148
3135,2021-10-03,IVS_2021,IVS,dongx,lim,mocchi,kznk,unpyi,"月亮河公园",0,1,oversea_2020-2024.json,148
3136,2021-10-03,IVS_2021,IVS,alf,bobo,upxi,zyj,ww,"月亮河公园",2,,oversea_2020-2024.json,148
3137,2021-10-03,IVS_2021,IVS,ppx,ak,iron,mk,long,"永眠镇",4,0,oversea_2020-2024.json,149
3138,2021-10-03,IVS_2021,IVS,afu,heart,youzi,kong,shadow,"永眠镇",0,1,oversea_2020-2024.json,149
3139,2021-10-03,IVS_2021,IVS,ppx,mk,iron,long,ak,"红教堂",3,0,oversea_2020-2024.json,149
3140,2021-10-03,IVS_2021,IVS,afu,shadow,youzi,heart,kong,"红教堂",1,1,oversea_2020-2024.json,149
3141,2021-10-03,IVS_2021,IVS,afu,youzi,heart,kong,shadow,"唐人街",1,1,oversea_2020-2024.json,149
3142,2021-10-03,IVS_2021,IVS,ppx,iron,mk,ak,long,"唐人街",4,0,oversea_2020-2024.json,149
3143,2021-10-15,IVL_2021_fall_regular,IVL,anyi,bobo,zyj,yihua,upxi,"军工厂",1,1,IVL_COA_2020-2024.json,318
3144,2021-10-15,IVL_2021_fall_regular,IVL,dongx,jelly,487,lion,huan,"军工厂",4,0,IVL_COA_2020-2024.json,318
3145,2021-10-15,IVL_2021_fall_regular,IVL,anyi,bobo,zyj,yihua,upxi,"圣心医院",0,1,IVL_COA_2020-2024.json,318
3146,2021-10-15,IVL_2021_fall_regular,IVL,dongx,487,huan,lion,jelly,"圣心医院",4,0,IVL_COA_2020-2024.json,318
3147,2021-10-15,IVL_2021_fall_regular,IVL,d,ak,mk,iron,long,"军工厂",2,,IVL_COA_2020-2024.json,319
3148,2021-10-15,IVL_2021_fall_regular,IVL,afu,tang,libao,blue,huiyi,"军工厂",2,,IVL_COA_2020-2024.json,319
3149,2021-10-15,IVL_2021_fall_regular,IVL,afu,tang,blue,libao,huiyi,"永眠镇",1,1,IVL_COA_2020-2024.json,319
3150,2021-10-15,IVL_2021_fall_regular,IVL,d,iron,mk,long,ak,"永眠镇",0,1,IVL_COA_2020-2024.json,319
3151,2021-10-15,IVL_2021_fall_regular,IVL,ymm,iron,ak,mk,long,"永眠镇",3,0,IVL_COA_2020-2024.json,319
3152,2021-10-15,IVL_2021_fall_regular,IVL,afu,libao,tang,blue,huiyi,"永眠镇",3,0,IVL_COA_2020-2024.json,319
3153,2021-10-15,IVL_2021_fall_regular,IVL,ppx,ming,naian,zibi,jiu,"红教堂",2,,IVL_COA_2020-2024.json,320
3154,2021-10-15,IVL_2021_fall_regular,IVL,yue,youzi,zzai,kong,shadow,"红教堂",0,1,IVL_COA_2020-2024.json,320
3155,2021-10-15,IVL_2021_fall_regular,IVL,yue,zzai,shadow,youzi,kong,"红教堂",1,1,IVL_COA_2020-2024.json,320
3156,2021-10-15,IVL_2021_fall_regular,IVL,ppx,ming,jiu,zibi,naian,"红教堂",1,1,IVL_COA_2020-2024.json,320
3157,2021-10-15,IVL_2021_fall_regular,IVL,ppx,zibi,naian,ming,jiu,"月亮河公园",1,1,IVL_COA_2020-2024.json,320
3158,2021-10-15,IVL_2021_fall_regular,IVL,yue,youzi,shadow,kong,zzai,"月亮河公园",2,,IVL_COA_2020-2024.json,320
3159,2021-10-16,IVL_2021_fall_regular,IVL,jiu9,df,tx,bbe,xiaoci,"永眠镇",3,0,IVL_COA_2020-2024.json,321
3160,2021-10-16,IVL_2021_fall_regular,IVL,yan,yjj,billy,sxy,tea,"永眠镇",3,0,IVL_COA_2020-2024.json,321
3161,2021-10-16,IVL_2021_fall_regular,IVL,yan,billy,tea,sxy,yjj,"红教堂",3,0,IVL_COA_2020-2024.json,321
3162,2021-10-16,IVL_2021_fall_regular,IVL,jiu9,xiaoi,tx,bbe,xiaoci,"红教堂",3,0,IVL_COA_2020-2024.json,321
3163,2021-10-16,IVL_2021_fall_regular,IVL,jiu9,xiaoi,xiaoci,bbe,tx,"红教堂",3,0,IVL_COA_2020-2024.json,321
3164,2021-10-16,IVL_2021_fall_regular,IVL,yan,sxy,tea,billy,yjj,"红教堂",3,0,IVL_COA_2020-2024.json,321
3165,2021-10-16,IVL_2021_fall_regular,IVL,gy,yjj,tea,sxy,billy,"圣心医院",3,0,IVL_COA_2020-2024.json,321
3166,2021-10-16,IVL_2021_fall_regular,IVL,jiu9,xiaoci,xiaoi,bbe,tx,"圣心医院",3,0,IVL_COA_2020-2024.json,321
3167,2021-10-16,IVL_2021_fall_regular,IVL,anyi,kucao,xen,18,koko,"永眠镇",4,0,IVL_COA_2020-2024.json,322
3168,2021-10-16,IVL_2021_fall_regular,IVL,xawm,487,jelly,lion,huan,"永眠镇",4,0,IVL_COA_2020-2024.json,322
3169,2021-10-16,IVL_2021_fall_regular,IVL,alex,xen,koko,18,kucao,"月亮河公园",3,0,IVL_COA_2020-2024.json,322
3170,2021-10-16,IVL_2021_fall_regular,IVL,xawm,487,jelly,huan,lion,"月亮河公园",2,,IVL_COA_2020-2024.json,322
3171,2021-10-16,IVL_2021_fall_regular,IVL,xawm,487,huan,lion,jelly,"唐人街",2,,IVL_COA_2020-2024.json,322
3172,2021-10-16,IVL_2021_fall_regular,IVL,alex,kucao,xen,18,koko,"唐人街",3,0,IVL_COA_2020-2024.json,322
3173,2021-10-16,IVL_2021_fall_regular,IVL,yue,iron,long,ak,mk,"红教堂",0,1,IVL_COA_2020-2024.json,323
3174,2021-10-16,IVL_2021_fall_regular,IVL,afu,ming,naian,zibi,jiu,"红教堂",0,1,IVL_COA_2020-2024.json,323
3175,2021-10-16,IVL_2021_fall_regular,IVL,yue,ak,mk,iron,long,"永眠镇",3,0,IVL_COA_2020-2024.json,323
3176,2021-10-16,IVL_2021_fall_regular,IVL,afu,ming,jiu,naian,zibi,"永眠镇",2,,IVL_COA_2020-2024.json,323
3177,2021-10-16,IVL_2021_fall_regular,IVL,yue,iron,mk,long,ak,"湖景村",2,,IVL_COA_2020-2024.json,323
3178,2021-10-16,IVL_2021_fall_regular,IVL,afu,jiu,zibi,ming,naian,"湖景村",2,,IVL_COA_2020-2024.json,323
3179,2021-10-17,IVL_2021_fall_regular,IVL,jiu9,xiaod,weirdo,xingh,hengh,"永眠镇",2,,IVL_COA_2020-2024.json,324
3180,2021-10-17,IVL_2021_fall_regular,IVL,xc,billy,tea,yjj,sxy,"永眠镇",2,,IVL_COA_2020-2024.json,324
3181,2021-10-17,IVL_2021_fall_regular,IVL,jiu9,xingh,xiaod,hengh,weirdo,"唐人街",3,0,IVL_COA_2020-2024.json,324
3182,2021-10-17,IVL_2021_fall_regular,IVL,xc,billy,tea,yjj,sxy,"唐人街",0,1,IVL_COA_2020-2024.json,324
3183,2021-10-17,IVL_2021_fall_regular,IVL,jiu9,xingh,xiaod,weirdo,hengh,"月亮河公园",3,0,IVL_COA_2020-2024.json,324
3184,2021-10-17,IVL_2021_fall_regular,IVL,xc,billy,tea,yjj,sxy,"月亮河公园",3,0,IVL_COA_2020-2024.json,324
3185,2021-10-17,IVL_2021_fall_regular,IVL,dongx,youzi,shadow,zzai,kong,"永眠镇",0,1,IVL_COA_2020-2024.json,325
3186,2021-10-17,IVL_2021_fall_regular,IVL,ppx,bobo,zyj,upxi,yihua,"永眠镇",3,0,IVL_COA_2020-2024.json,325
3187,2021-10-17,IVL_2021_fall_regular,IVL,dongx,shadow,youzi,kong,zzai,"红教堂",2,,IVL_COA_2020-2024.json,325
3188,2021-10-17,IVL_2021_fall_regular,IVL,ppx,upxi,bobo,zyj,ww,"红教堂",1,1,IVL_COA_2020-2024.json,325
3189,2021-10-17,IVL_2021_fall_regular,IVL,dongx,youzi,shadow,zzai,kong,"军工厂",0,1,IVL_COA_2020-2024.json,325
3190,2021-10-17,IVL_2021_fall_regular,IVL,ppx,bobo,zyj,ww,upxi,"军工厂",2,,IVL_COA_2020-2024.json,325
3191,2021-10-17,IVL_2021_fall_regular,IVL,d,koko,kucao,18,xen,"军工厂",3,0,IVL_COA_2020-2024.json,326
3192,2021-10-17,IVL_2021_fall_regular,IVL,xawm,libao,tang,blue,huiyi,"军工厂",2,,IVL_COA_2020-2024.json,326
3193,2021-10-17,IVL_2021_fall_regular,IVL,xawm,libao,tang,blue,huiyi,"永眠镇",3,0,IVL_COA_2020-2024.json,326
3194,2021-10-17,IVL_2021_fall_regular,IVL,d,koko,xen,18,kucao,"永眠镇",0,1,IVL_COA_2020-2024.json,326
3195,2021-10-17,IVL_2021_fall_regular,IVL,d,xen,kucao,18,koko,"月亮河公园",3,0,IVL_COA_2020-2024.json,326
3196,2021-10-17,IVL_2021_fall_regular,IVL,xawm,blue,huiyi,libao,tang,"月亮河公园",2,,IVL_COA_2020-2024.json,326
3197,2021-10-22,IVL_2021_fall_regular,IVL,alex,maom,tang,blue,huiyi,"唐人街",0,1,IVL_COA_2020-2024.json,327
3198,2021-10-22,IVL_2021_fall_regular,IVL,d,487,jelly,lion,huan,"唐人街",4,0,IVL_COA_2020-2024.json,327
3199,2021-10-22,IVL_2021_fall_regular,IVL,ymm,lion,huan,jelly,487,"军工厂",3,0,IVL_COA_2020-2024.json,327
3200,2021-10-22,IVL_2021_fall_regular,IVL,alex,maom,blue,huiyi,tang,"军工厂",2,,IVL_COA_2020-2024.json,327
3201,2021-10-22,IVL_2021_fall_regular,IVL,xc,mk,iron,long,ak,"月亮河公园",3,0,IVL_COA_2020-2024.json,328
3202,2021-10-22,IVL_2021_fall_regular,IVL,afu,xingh,xiaod,hengh,weirdo,"月亮河公园",4,0,IVL_COA_2020-2024.json,328
3203,2021-10-22,IVL_2021_fall_regular,IVL,xc,ak,mk,iron,long,"唐人街",0,1,IVL_COA_2020-2024.json,328
3204,2021-10-22,IVL_2021_fall_regular,IVL,xuan,xiaod,weirdo,xingh,hengh,"唐人街",4,0,IVL_COA_2020-2024.json,328
3205,2021-10-22,IVL_2021_fall_regular,IVL,yan,zyj,ww,bobo,upxi,"永眠镇",0,1,IVL_COA_2020-2024.json,329
3206,2021-10-22,IVL_2021_fall_regular,IVL,dongx,df,tx,bbe,xiaoci,"永眠镇",0,1,IVL_COA_2020-2024.json,329
3207,2021-10-22,IVL_2021_fall_regular,IVL,dongx,df,bbe,xiaoci,tx,"红教堂",0,1,IVL_COA_2020-2024.json,329
3208,2021-10-22,IVL_2021_fall_regular,IVL,yan,zyj,upxi,bobo,yihua,"红教堂",0,1,IVL_COA_2020-2024.json,329
3209,2021-10-22,IVL_2021_fall_regular,IVL,yan,bobo,upxi,zyj,yihua,"圣心医院",3,0,IVL_COA_2020-2024.json,329
3210,2021-10-22,IVL_2021_fall_regular,IVL,dongx,bbe,xiaoi,xiaoci,tx,"圣心医院",0,1,IVL_COA_2020-2024.json,329
3211,2021-10-23,IVL_2021_fall_regular,IVL,xawm,kong,zzai,heart,youzi,"永眠镇",3,0,IVL_COA_2020-2024.json,330
3212,2021-10-23,IVL_2021_fall_regular,IVL,ppx,kucao,xen,18,zhuzi,"永眠镇",3,0,IVL_COA_2020-2024.json,330
3213,2021-10-23,IVL_2021_fall_regular,IVL,ppx,kucao,zhuzi,xen,18,"红教堂",3,0,IVL_COA_2020-2024.json,330
3214,2021-10-23,IVL_2021_fall_regular,IVL,xawm,kong,zzai,heart,youzi,"红教堂",0,1,IVL_COA_2020-2024.json,330
3215,2021-10-23,IVL_2021_fall_regular,IVL,xawm,kong,heart,zzai,youzi,"月亮河公园",2,,IVL_COA_2020-2024.json,330
3216,2021-10-23,IVL_2021_fall_regular,IVL,ppx,zhuzi,kucao,18,xen,"月亮河公园",1,1,IVL_COA_2020-2024.json,330
3217,2021-10-23,IVL_2021_fall_regular,IVL,xc,ming,naian,zibi,jiu,"永眠镇",0,1,IVL_COA_2020-2024.json,331
3218,2021-10-23,IVL_2021_fall_regular,IVL,yue,xingh,xiaod,weirdo,hengh,"永眠镇",0,1,IVL_COA_2020-2024.json,331
3219,2021-10-23,IVL_2021_fall_regular,IVL,xc,ming,naian,zibi,z,"月亮河公园",2,,IVL_COA_2020-2024.json,331
3220,2021-10-23,IVL_2021_fall_regular,IVL,yue,weirdo,xiaod,xingh,hengh,"月亮河公园",3,0,IVL_COA_2020-2024.json,331
3221,2021-10-23,IVL_2021_fall_regular,IVL,yue,xingh,weirdo,hengh,xiaod,"唐人街",3,0,IVL_COA_2020-2024.json,331
3222,2021-10-23,IVL_2021_fall_regular,IVL,xc,jiu,zibi,ming,z,"唐人街",3,0,IVL_COA_2020-2024.json,331
3223,2021-10-23,IVL_2021_fall_regular,IVL,jiu9,487,jelly,huan,lion,"唐人街",3,0,IVL_COA_2020-2024.json,332
3224,2021-10-23,IVL_2021_fall_regular,IVL,anyi,tea,billy,sxy,yjj,"唐人街",2,,IVL_COA_2020-2024.json,332
3225,2021-10-23,IVL_2021_fall_regular,IVL,jiu9,487,jelly,lion,huan,"军工厂",3,0,IVL_COA_2020-2024.json,332
3226,2021-10-23,IVL_2021_fall_regular,IVL,alex,sxy,tea,billy,yjj,"军工厂",3,0,IVL_COA_2020-2024.json,332
3227,2021-10-23,IVL_2021_fall_regular,IVL,chz,jelly,lion,487,huan,"红教堂",2,,IVL_COA_2020-2024.json,332
3228,2021-10-23,IVL_2021_fall_regular,IVL,alex,sxy,tea,billy,yjj,"红教堂",1,1,IVL_COA_2020-2024.json,332
3229,2021-10-24,IVL_2021_fall_regular,IVL,afu,kucao,xen,zhuzi,18,"永眠镇",3,0,IVL_COA_2020-2024.json,333
3230,2021-10-24,IVL_2021_fall_regular,IVL,xawm,ak,iron,mk,long,"永眠镇",0,1,IVL_COA_2020-2024.json,333
3231,2021-10-24,IVL_2021_fall_regular,IVL,xuan,xen,zhuzi,kucao,18,"永眠镇",4,0,IVL_COA_2020-2024.json,333
3232,2021-10-24,IVL_2021_fall_regular,IVL,xawm,ak,iron,long,mk,"永眠镇",0,1,IVL_COA_2020-2024.json,333
3233,2021-10-24,IVL_2021_fall_regular,IVL,ppx,billy,tea,sxy,yjj,"圣心医院",1,1,IVL_COA_2020-2024.json,334
3234,2021-10-24,IVL_2021_fall_regular,IVL,jiu9,kong,shadow,zzai,heart,"圣心医院",2,,IVL_COA_2020-2024.json,334
3235,2021-10-24,IVL_2021_fall_regular,IVL,jiu9,kong,shadow,zzai,heart,"月亮河公园",2,,IVL_COA_2020-2024.json,334
3236,2021-10-24,IVL_2021_fall_regular,IVL,ppx,billy,tea,sxy,yjj,"月亮河公园",3,0,IVL_COA_2020-2024.json,334
3237,2021-10-24,IVL_2021_fall_regular,IVL,chz,zzai,youzi,heart,shadow,"月亮河公园",3,0,IVL_COA_2020-2024.json,334
3238,2021-10-24,IVL_2021_fall_regular,IVL,ppx,sxy,tea,billy,yjj,"月亮河公园",3,0,IVL_COA_2020-2024.json,334
3239,2021-10-24,IVL_2021_fall_regular,IVL,ppx,tea,sxy,yjj,billy,"永眠镇",4,0,IVL_COA_2020-2024.json,334
3240,2021-10-24,IVL_2021_fall_regular,IVL,chz,heart,zzai,youzi,shadow,"永眠镇",2,,IVL_COA_2020-2024.json,334
3241,2021-10-24,IVL_2021_fall_regular,IVL,yan,tang,maom,huiyi,blue,"永眠镇",2,,IVL_COA_2020-2024.json,335
3242,2021-10-24,IVL_2021_fall_regular,IVL,ymm,df,tx,bbe,xiaoci,"永眠镇",2,,IVL_COA_2020-2024.json,335
3243,2021-10-24,IVL_2021_fall_regular,IVL,ymm,xiaoi,xiaoci,tx,bbe,"永眠镇",3,0,IVL_COA_2020-2024.json,335
3244,2021-10-24,IVL_2021_fall_regular,IVL,yan,libao,tang,huiyi,maom,"永眠镇",3,0,IVL_COA_2020-2024.json,335
3245,2021-10-24,IVL_2021_fall_regular,IVL,gy,tang,huiyi,maom,libao,"军工厂",2,,IVL_COA_2020-2024.json,335
3246,2021-10-24,IVL_2021_fall_regular,IVL,ymm,bbe,xiaoi,tx,xiaoci,"军工厂",1,1,IVL_COA_2020-2024.json,335
3247,2021-10-29,IVL_2021_fall_regular,IVL,dongx,billy,yjj,sxy,tea,"军工厂",0,1,IVL_COA_2020-2024.json,336
3248,2021-10-29,IVL_2021_fall_regular,IVL,jiu9,zyj,ww,yihua,upxi,"军工厂",3,0,IVL_COA_2020-2024.json,336
3249,2021-10-29,IVL_2021_fall_regular,IVL,dongx,tea,sxy,billy,yjj,"军工厂",2,,IVL_COA_2020-2024.json,336
3250,2021-10-29,IVL_2021_fall_regular,IVL,chz,yihua,ww,zyj,upxi,"军工厂",3,0,IVL_COA_2020-2024.json,336
3251,2021-10-29,IVL_2021_fall_regular,IVL,xc,maom,tang,blue,huiyi,"永眠镇",3,0,IVL_COA_2020-2024.json,337
3252,2021-10-29,IVL_2021_fall_regular,IVL,ymm,xingh,xiaod,hengh,weirdo,"永眠镇",3,0,IVL_COA_2020-2024.json,337
3253,2021-10-29,IVL_2021_fall_regular,IVL,d,xingh,weirdo,xiaod,hengh,"军工厂",3,0,IVL_COA_2020-2024.json,337
3254,2021-10-29,IVL_2021_fall_regular,IVL,xc,tang,huiyi,blue,maom,"军工厂",3,0,IVL_COA_2020-2024.json,337
3255,2021-10-29,IVL_2021_fall_regular,IVL,xc,tang,maom,libao,huiyi,"月亮河公园",1,1,IVL_COA_2020-2024.json,337
3256,2021-10-29,IVL_2021_fall_regular,IVL,ymm,xingh,xiaod,weirdo,hengh,"月亮河公园",3,0,IVL_COA_2020-2024.json,337
3257,2021-10-29,IVL_2021_fall_regular,IVL,yan,kucao,xen,18,koko,"永眠镇",2,,IVL_COA_2020-2024.json,338
3258,2021-10-29,IVL_2021_fall_regular,IVL,xawm,tx,xiaoci,xiaoi,bbe,"永眠镇",3,0,IVL_COA_2020-2024.json,338
3259,2021-10-29,IVL_2021_fall_regular,IVL,yan,kucao,xen,koko,18,"圣心医院",4,0,IVL_COA_2020-2024.json,338
3260,2021-10-29,IVL_2021_fall_regular,IVL,xawm,xiaoi,tx,bbe,xiaoci,"圣心医院",0,1,IVL_COA_2020-2024.json,338
3261,2021-10-29,IVL_2021_fall_regular,IVL,yan,kucao,koko,xen,18,"月亮河公园",2,,IVL_COA_2020-2024.json,338
3262,2021-10-29,IVL_2021_fall_regular,IVL,xawm,bbe,xiaoi,tx,xiaoci,"月亮河公园",1,1,IVL_COA_2020-2024.json,338
3263,2021-10-29,IVC_Japan_2021_fall,IVC,wolf,takakou,raolie,kat,atto,"月亮河公园",3,0,oversea_2020-2024.json,238
3264,2021-10-29,IVC_Japan_2021_fall,IVC,vanpyi,kznk,unpyi,mocchi,lim,"月亮河公园",2,,oversea_2020-2024.json,238
3265,2021-10-29,IVC_Japan_2021_fall,IVC,vanpyi,kznk,unpyi,mocchi,lim,"湖景村",2,,oversea_2020-2024.json,238
3266,2021-10-29,IVC_Japan_2021_fall,IVC,wolf,takakou,kat,dolisu,atto,"湖景村",1,1,oversea_2020-2024.json,238
3267,2021-10-29,IVC_Japan_2021_fall,IVC,wolf,takakou,kat,dolisu,atto,"圣心医院",3,0,oversea_2020-2024.json,238
3268,2021-10-29,IVC_Japan_2021_fall,IVC,yanasa,knzk,unpyi,mocchi,lim,"圣心医院",3,0,oversea_2020-2024.json,238
3269,2021-10-29,IVC_Japan_2021_fall,IVC,yanasa,kznk,unpyi,mocchi,lim,"月亮河公园",2,,oversea_2020-2024.json,238
3270,2021-10-29,IVC_Japan_2021_fall,IVC,wolf,takakou,kat,dolisu,atto,"月亮河公园",3,0,oversea_2020-2024.json,238
3271,2021-10-29,IVC_Japan_2021_fall,IVC,aka,toki,tuna,aya,nyan,"圣心医院",1,1,oversea_2020-2024.json,239
3272,2021-10-29,IVC_Japan_2021_fall,IVC,ivory,ruka,city,hhu,soba,"圣心医院",4,0,oversea_2020-2024.json,239
3273,2021-10-29,IVC_Japan_2021_fall,IVC,shota,toki,tuna,aya,nyan,"永眠镇",0,1,oversea_2020-2024.json,239
3274,2021-10-29,IVC_Japan_2021_fall,IVC,amanya,ruka,city,hhu,soba,"永眠镇",3,0,oversea_2020-2024.json,239
3275,2021-10-30,IVL_2021_fall_regular,IVL,dongx,mk,iron,ak,long,"永眠镇",0,1,IVL_COA_2020-2024.json,339
3276,2021-10-30,IVL_2021_fall_regular,IVL,afu,yihua,zyj,ww,upxi,"永眠镇",3,0,IVL_COA_2020-2024.json,339
3277,2021-10-30,IVL_2021_fall_regular,IVL,afu,yihua,ww,zyj,upxi,"永眠镇",2,,IVL_COA_2020-2024.json,339
3278,2021-10-30,IVL_2021_fall_regular,IVL,dongx,mk,iron,long,ak,"永眠镇",2,,IVL_COA_2020-2024.json,339
3279,2021-10-30,IVL_2021_fall_regular,IVL,dongx,long,mk,iron,ak,"红教堂",2,,IVL_COA_2020-2024.json,339
3280,2021-10-30,IVL_2021_fall_regular,IVL,afu,yihua,ww,upxi,zyj,"红教堂",2,,IVL_COA_2020-2024.json,339
3281,2021-10-30,IVL_2021_fall_regular,IVL,alex,kong,youzi,heart,shadow,"唐人街",2,,IVL_COA_2020-2024.json,340
3282,2021-10-30,IVL_2021_fall_regular,IVL,ppx,jelly,487,huan,lion,"唐人街",3,0,IVL_COA_2020-2024.json,340
3283,2021-10-30,IVL_2021_fall_regular,IVL,ppx,487,jelly,huan,lion,"红教堂",0,1,IVL_COA_2020-2024.json,340
3284,2021-10-30,IVL_2021_fall_regular,IVL,alex,kong,shadow,youzi,heart,"红教堂",1,1,IVL_COA_2020-2024.json,340
3285,2021-10-30,IVL_2021_fall_regular,IVL,alex,zzai,youzi,heart,shadow,"红教堂",2,,IVL_COA_2020-2024.json,340
3286,2021-10-30,IVL_2021_fall_regular,IVL,ppx,487,lion,huan,jelly,"红教堂",2,,IVL_COA_2020-2024.json,340
3287,2021-10-30,IVL_2021_fall_regular,IVL,chz,ming,naian,zibi,z,"红教堂",4,0,IVL_COA_2020-2024.json,341
3288,2021-10-30,IVL_2021_fall_regular,IVL,yue,billy,tea,yjj,sxy,"红教堂",2,,IVL_COA_2020-2024.json,341
3289,2021-10-30,IVL_2021_fall_regular,IVL,yue,billy,tea,yjj,sxy,"永眠镇",2,,IVL_COA_2020-2024.json,341
3290,2021-10-30,IVL_2021_fall_regular,IVL,chz,naian,zibi,ming,z,"永眠镇",2,,IVL_COA_2020-2024.json,341
3291,2021-10-30,IVL_2021_fall_regular,IVL,chz,naian,ming,jiu,zibi,"永眠镇",2,,IVL_COA_2020-2024.json,341
3292,2021-10-30,IVL_2021_fall_regular,IVL,yue,billy,sxy,yjj,tea,"永眠镇",0,1,IVL_COA_2020-2024.json,341
