player_id,role,beta,n_games,first_seen,last_seen
r1pa,hunter,-0.1140963070696042,2,2023-06-24,2023-06-24
neko,hunter,-0.11438880589714828,2,2021-03-07,2026-02-28
korone,hunter,-0.1159860686835783,8,2021-08-08,2021-08-15
moday,hunter,-0.11915551423839787,1,2023-06-24,2023-06-24
xice,hunter,-0.1196436511906862,4,2022-03-19,2022-03-27
jxy,hunter,-0.12246151900596162,16,2024-03-10,2024-03-31
thelast,hunter,-0.12281333745745646,9,2021-05-02,2024-08-25
ideshi,hunter,-0.12474748613396298,25,2022-07-31,2023-02-19
musk,hunter,-0.12516249696082352,16,2023-03-04,2024-10-26
ke2yu,hunter,-0.12525436060244244,2,2024-07-27,2024-07-27
vanpyi,hunter,-0.12593622147782194,125,2020-08-08,2023-04-14
ialien,hunter,-0.12665970803304522,2,2022-02-19,2022-02-19
tong,hunter,-0.12729467233025477,4,2022-03-20,2022-03-27
neet,hunter,-0.12965698590534772,2,2023-02-25,2023-02-25
93,hunter,-0.13347037345985885,8,2022-07-30,2022-08-07
nene,hunter,-0.13517414967659727,2,2024-03-16,2024-03-16
warot1,hunter,-0.13679892603434074,5,2023-02-19,2024-03-10
kluayhom,hunter,-0.13685785837636533,8,2020-10-03,2021-09-05
bo1,hunter,-0.1373368456064224,145,2020-11-12,2025-06-29
luxii,hunter,-0.1378864811035222,2,2022-02-25,2022-02-25
bashi,hunter,-0.13915725795530756,51,2020-08-07,2022-03-11
kuaji,hunter,-0.13960252341848492,22,2020-07-17,2021-03-27
ujo,hunter,-0.14176035717000768,7,2022-03-19,2022-04-03
airin,hunter,-0.14222550579355697,2,2023-02-24,2026-02-28
fafa,hunter,-0.1439026420038743,5,2022-06-24,2023-02-18
yan,hunter,-0.15047578143368034,457,2020-06-27,2025-11-23
shun,hunter,-0.15229357020646958,2,2023-06-24,2023-06-24
rata,hunter,-0.15341548650014503,22,2022-07-30,2023-03-05
gufong,hunter,-0.15674229278694027,2,2023-07-08,2023-07-08
zenuwu,hunter,-0.1576770530985996,5,2023-02-24,2023-02-26
khuongchan,hunter,-0.15973584220057005,7,2023-07-29,2023-08-05
guree,hunter,-0.16121265748816546,3,2021-09-12,2022-02-20
loki,hunter,-0.16168867137050383,5,2023-02-18,2024-03-16
lokyin,hunter,-0.16218011878857092,2,2022-06-24,2022-06-24
phamlam,hunter,-0.16233259795730418,2,2025-03-01,2025-03-01
tonkatsu,hunter,-0.16310162904497819,2,2022-02-20,2024-07-15
yueye,hunter,-0.16435069975931443,2,2023-06-24,2023-06-24
dweeb,hunter,-0.16520672881397339,1,2023-02-17,2023-02-17
walmart,hunter,-0.1698518183376329,3,2022-02-19,2022-02-19
zen,hunter,-0.17061519678512635,1,2022-07-02,2022-07-02
turkeybily,hunter,-0.1722562365649139,2,2025-02-22,2025-02-22
mollyf,hunter,-0.1804591079898529,19,2023-02-19,2025-03-07
ialian,hunter,-0.1819017168277033,2,2021-02-28,2021-02-28
aelong,hunter,-0.18438681850153005,1,2025-03-01,2025-03-01
amanya,hunter,-0.19069750379749836,55,2020-08-07,2021-12-26
orange,hunter,-0.1924599003891931,1,2021-03-20,2024-07-27
binbin,hunter,-0.1956962644943767,1,2025-04-11,2025-04-11
yunan,hunter,-0.19676544754421776,27,2023-06-11,2024-03-30
odeop,hunter,-0.19979619637273457,9,2024-03-16,2025-03-02
cy,hunter,-0.20375313734315129,4,2022-07-03,2025-04-18
taytien,hunter,-0.2060215845421973,2,2023-07-29,2026-03-07
wlizi,hunter,-0.20800715910264259,24,2024-07-21,2025-09-12
s1en,hunter,-0.21392067782894716,2,2025-03-01,2025-03-01
toulang,hunter,-0.21414285529386645,4,2023-02-18,2024-07-20
gy,hunter,-0.21712874248090755,21,2021-03-20,2021-12-12
elysia,hunter,-0.22140475175682736,2,2023-02-17,2023-02-17
gate,hunter,-0.22851860496039245,1,2022-06-24,2022-06-24
chillbot,hunter,-0.22987809869260378,2,2026-02-28,2026-02-28
buri,hunter,-0.23499372207045105,8,2026-02-28,2026-03-13
ymm,hunter,-0.23513746572283145,279,2020-06-26,2023-08-13
nobara,hunter,-0.23791720725891183,4,2022-02-19,2022-07-30
elect,hunter,-0.23835630339298045,3,2026-03-07,2026-03-07
ynight33,hunter,-0.23950556601500045,1,2023-02-18,2023-02-18
godjay,hunter,-0.23963626580337813,111,2020-10-03,2026-03-08
lemuel,hunter,-0.24176178902322934,5,2026-03-01,2026-03-01
anakin,hunter,-0.24679773213521633,1,2024-03-16,2024-03-16
yeyv,hunter,-0.24717563878890675,61,2022-07-29,2025-11-16
rabbit,hunter,-0.24744811096554292,23,2022-10-23,2023-08-04
kruger,hunter,-0.25046336868356817,55,2022-12-03,2024-03-17
anyi,hunter,-0.254473003530281,164,2021-08-06,2023-10-22
shao,hunter,-0.257294545597131,18,2022-02-25,2025-02-23
seven,hunter,-0.2597237857625402,16,2023-02-25,2025-03-08
typepost,hunter,-0.2616212029236044,4,2025-03-01,2025-03-02
bcren,hunter,-0.26183982750466256,10,2024-03-09,2025-03-01
lxy,hunter,-0.26199278104029217,20,2021-03-21,2024-07-13
yuu,hunter,-0.2622610821159197,44,2020-08-16,2022-12-11
wolf,hunter,-0.2645059856036733,15,2021-10-29,2022-07-23
moru,hunter,-0.2662012448168504,40,2021-03-06,2025-03-01
insomnia,hunter,-0.26624408884214695,2,2024-03-09,2026-03-01
maitake,hunter,-0.2689629777595446,9,2021-06-13,2022-07-31
esmero,hunter,-0.28777614820057734,2,2026-02-28,2026-02-28
said,hunter,-0.2885421565597351,2,2025-02-22,2026-03-01
nico,hunter,-0.2901117769259645,17,2022-07-30,2023-04-16
randolando,hunter,-0.29300660704177867,2,2022-06-25,2022-06-25
xyang,hunter,-0.3019623812555985,12,2025-09-11,2026-03-13
saltysand,hunter,-0.30324919381123927,2,2026-02-28,2026-03-01
whatwhyyes,hunter,-0.3060891992943403,2,2022-06-24,2023-06-24
silia,hunter,-0.306566163485916,169,2020-08-15,2023-04-17
metal,hunter,-0.3087324634026568,35,2021-02-26,2023-07-16
kotami,hunter,-0.32056452737229185,54,2021-09-11,2026-03-15
tx,hunter,-0.32823901293610663,54,2020-11-05,2025-05-04
sukiyaki,hunter,-0.32841465986746515,1,2026-03-08,2026-03-08
zac,hunter,-0.33043850971106176,2,2024-07-14,2024-07-14
mikogw,hunter,-0.33419779831289703,9,2023-03-04,2023-03-25
pun,hunter,-0.33469229746176693,1,2023-06-24,2023-06-24
fafaaa,hunter,-0.3559725193437856,1,2026-03-02,2026-03-02
ghostly,hunter,-0.3559725193437856,1,2026-03-02,2026-03-02
kxwz,hunter,-0.3767269213802817,5,2024-03-17,2026-03-01
mitaka,hunter,-0.38931310296350613,19,2024-10-11,2024-11-16
dux,hunter,-0.3909048951012144,1,2026-03-08,2026-03-08
senq,hunter,-0.39408834183007624,3,2026-02-28,2026-02-28
jue,hunter,-0.4042614392141247,79,2020-06-25,2021-04-18
yuzuponn,hunter,-0.4294987749855956,11,2026-03-07,2026-04-17
eley,hunter,-0.43052216890056094,6,2026-03-06,2026-03-08
baby,hunter,-0.4376135219403328,5,2026-03-05,2026-03-07
m1take,hunter,-0.44738926489002784,37,2023-02-18,2025-07-13
shota,hunter,-0.4500760998301713,96,2020-08-07,2023-12-22
yur,hunter,-0.4506640971439396,8,2026-02-27,2026-03-07
fengc,hunter,-0.47920719320538446,5,2026-03-07,2026-03-07
jiu9,hunter,-0.4854228875130444,49,2020-07-03,2021-12-19
kaito,hunter,-0.4891345330883205,3,2024-07-20,2024-07-20
rose,hunter,-0.49244354928132533,118,2021-03-06,2026-03-07
chz,hunter,-0.5167532071474356,99,2020-06-25,2022-10-06
sese,hunter,-0.5457584419193618,88,2020-06-26,2022-10-30
yuuri,hunter,-0.5666219470294835,51,2022-12-03,2026-03-13
night,hunter,-0.5766120630108184,32,2022-02-25,2024-07-14
mz,hunter,-0.7219009052535795,8,2023-09-28,2025-04-20
jelly,survivor,1.359084637264073,801,2020-06-25,2026-05-01
ak,survivor,1.1904799581538585,892,2020-06-25,2026-05-05
czai,survivor,1.136928050818445,588,2020-11-05,2026-03-21
487,survivor,1.1363914384967222,845,2020-06-25,2025-11-29
xiaod,survivor,1.0094784644202552,841,2020-06-26,2026-05-05
kznk,survivor,0.9750713946827562,536,2021-05-01,2026-05-01
dolisu,survivor,0.9409579543215859,560,2021-05-01,2026-05-01
naiyu,survivor,0.8934757627800204,3,2020-09-05,2020-09-05
heart,survivor,0.8813999319534641,702,2021-03-20,2026-01-03
mone,survivor,0.8089724420928524,462,2020-08-14,2026-03-14
mk,survivor,0.7865113612147915,457,2020-06-25,2023-05-01
kucao,survivor,0.7816996268569173,899,2020-06-25,2026-04-19
sinami,survivor,0.7593134499177844,602,2020-08-14,2026-05-01
sans,survivor,0.7441095362928626,660,2020-06-25,2026-05-05
xiaox,survivor,0.7234760677327123,288,2021-03-21,2026-05-05
huac,survivor,0.7180182083755635,537,2022-06-03,2026-05-05
unpyi,survivor,0.6964692879120308,437,2020-10-10,2026-05-03
atto,survivor,0.6832335431078957,532,2020-08-08,2026-05-03
mocchi,survivor,0.6770968920452537,336,2020-10-10,2025-03-09
libao,survivor,0.6656589559477093,579,2021-03-21,2026-05-05
18,survivor,0.6586820318917725,747,2021-06-12,2026-04-19
xen,survivor,0.6432934044743454,521,2021-03-21,2026-05-01
soar,survivor,0.6388976353563387,554,2020-08-14,2026-03-14
luda,survivor,0.635383740233483,1,2021-05-22,2021-05-22
huan,survivor,0.6345140044339512,657,2020-11-04,2025-04-20
nanako,survivor,0.6340843608489461,518,2021-03-21,2026-05-05
huiyi,survivor,0.6223217834548614,873,2020-06-26,2026-05-02
shadow,survivor,0.6193994823207127,284,2021-06-12,2023-05-03
lul,survivor,0.6177791151400308,4,2022-11-19,2022-11-25
lconfid,survivor,0.6085721586330066,105,2025-05-01,2026-05-05
knzk,survivor,0.6037304257394681,1,2021-10-29,2021-10-29
violet,survivor,0.6024248907580538,10,2024-08-11,2024-12-07
takatou,survivor,0.5991977543320747,1,2021-07-04,2021-07-04
nyan,survivor,0.5978407147753233,522,2021-03-07,2026-05-03
xmiao5,survivor,0.5878341707248798,224,2023-10-26,2026-05-01
koting,survivor,0.5758561156293255,155,2025-03-06,2026-05-02
raolie,survivor,0.573894425061322,438,2020-08-08,2025-12-21
iron,survivor,0.5710627496341443,639,2020-06-25,2025-08-23
ppxia,survivor,0.5145361520566315,577,2020-06-25,2026-04-19
yuan,survivor,0.5040290811007602,107,2024-03-10,2026-05-05
xingchen,survivor,0.5029758938354713,275,2022-03-20,2026-04-18
pyone,survivor,0.4998703315454556,205,2021-03-05,2023-04-17
eleven,survivor,0.49411909130772685,332,2022-03-20,2026-05-01
yakakou,survivor,0.4929827845428286,1,2024-03-16,2024-03-16
zibi,survivor,0.49178039262354106,564,2020-06-25,2024-11-09
lonh,survivor,0.4876320223261092,1,2024-09-28,2024-09-28
xy,survivor,0.48491445662348354,271,2023-10-15,2026-05-01
musk,survivor,0.4762494666985801,11,2023-03-04,2024-10-26
lzx,survivor,0.47038685921116313,9,2020-08-07,2020-08-23
nameko,survivor,0.4699308253833532,286,2022-12-03,2025-12-19
shou,survivor,0.4602364407461022,8,2022-12-03,2022-12-04
sirasu,survivor,0.4602364407461022,8,2022-12-03,2022-12-04
youzine,survivor,0.4602364407461022,8,2022-12-03,2022-12-04
haoran,survivor,0.4557455256017805,5,2022-03-20,2022-03-27
sherlock,survivor,0.4557455256017805,5,2022-03-20,2022-03-27
yanqi,survivor,0.4557455256017805,5,2022-03-20,2022-03-27
ms,survivor,0.45104686153922946,4,2025-03-06,2025-03-08
xmh,survivor,0.45104686153922946,4,2025-03-06,2025-03-08
soba,survivor,0.4412347104627658,583,2020-08-15,2026-05-03
add,survivor,0.4314215816503902,283,2020-06-26,2022-12-30
lim,survivor,0.42141206924249475,212,2020-08-07,2023-12-02
xmx,survivor,0.41970545054391617,341,2023-11-17,2026-05-01
ming,survivor,0.4189993672041746,316,2020-11-04,2023-01-02
ad,survivor,0.40893731987446313,3,2021-03-20,2021-04-15
xxia,survivor,0.40805241090414,8,2025-03-06,2026-03-08
ivory,survivor,0.4070061587972041,209,2020-08-07,2024-05-04
1m,survivor,0.40340647962776843,11,2021-03-20,2021-04-16
zyj,survivor,0.39001134803382737,526,2020-06-26,2023-08-26
terad,survivor,0.3887497535877351,12,2026-02-27,2026-03-15
l,survivor,0.3828879749469081,8,2022-12-11,2024-03-17
shota,survivor,0.3799677472632577,7,2020-08-07,2023-12-22
ac,survivor,0.3600693139655284,506,2022-03-19,2026-05-05
bobo,survivor,0.35027135396950837,372,2020-06-27,2022-11-20
laolie,survivor,0.3390901621027744,7,2020-08-29,2020-08-30
hametu,survivor,0.33886031006029677,350,2023-06-10,2026-05-01
maom,survivor,0.3281553774797614,599,2021-03-21,2026-05-05
captkun,survivor,0.3266686877921854,101,2020-10-03,2023-09-28
shinsmi,survivor,0.3259315284423923,2,2020-11-13,2020-11-13
guoker,survivor,0.32559176079943136,244,2023-07-08,2026-05-02
raorie,survivor,0.32468849150281476,6,2020-10-31,2020-11-01
city,survivor,0.322160443399221,564,2020-08-07,2026-05-03
upxi,survivor,0.3107231458061408,300,2020-08-03,2024-05-01
pendk,survivor,0.30943104708240526,14,2026-02-27,2026-03-15
zizigx,survivor,0.30370784793881084,12,2022-07-30,2022-08-07
long,survivor,0.2987530220788761,768,2020-06-25,2025-12-31
regesi,survivor,0.2974728392860942,212,2023-03-04,2024-08-24
sorasora,survivor,0.2974593888404228,1,2021-03-13,2021-03-13
machad,survivor,0.2967317687730284,8,2020-08-07,2020-08-22
nicchi,survivor,0.2967317687730284,8,2020-08-07,2020-08-22
maeken,survivor,0.2936389128001707,391,2020-08-16,2026-05-02
tian,survivor,0.2878503899113959,82,2025-10-02,2026-05-01
stian,survivor,0.2823791181252887,202,2020-12-12,2026-05-05
nagi,survivor,0.2817345630889234,6,2026-02-28,2026-03-01
xiaochu,survivor,0.2817345630889234,6,2026-02-28,2026-03-01
monop,survivor,0.27072852657924057,365,2021-09-24,2026-05-03
nozomi,survivor,0.2672975173167302,6,2020-08-09,2020-11-13
drop,survivor,0.2652569968015998,503,2020-11-14,2026-05-05
elena,survivor,0.2597113970699748,2,2021-03-20,2025-03-08
ppz,survivor,0.2572754491138341,154,2022-10-28,2026-04-19
silverzhi,survivor,0.2571455868299598,434,2022-10-05,2026-03-21
huna,survivor,0.2567431020537518,1,2021-07-03,2021-07-03
xingh,survivor,0.25614497174086304,455,2021-10-17,2025-09-13
aez,survivor,0.25574332524765153,328,2022-07-30,2026-03-15
588,survivor,0.2516969106194986,10,2023-09-28,2024-03-17
tuma,survivor,0.25153021546834864,1,2021-07-03,2021-07-03
nan,survivor,0.25093839165101406,418,2022-10-22,2025-12-11
huahua,survivor,0.25056020357992503,319,2022-03-19,2024-10-05
小樱,survivor,0.25041274979165457,2,2022-03-19,2022-04-03
ymd,survivor,0.24913717597335985,1,2022-03-19,2022-03-19
alphar,survivor,0.24862917972609766,125,2021-09-11,2023-07-15
yush,survivor,0.24797996138789258,39,2022-07-02,2024-09-01
banban,survivor,0.24399344005313833,160,2021-11-13,2024-04-21
tmasa,survivor,0.24312660832502989,92,2025-02-22,2026-05-02
zixigx,survivor,0.24000309995407296,1,2022-08-07,2022-08-07
frost,survivor,0.23849125201159455,2,2025-11-27,2025-11-27
tang,survivor,0.23767264564628068,310,2020-06-26,2023-08-12
bbe,survivor,0.2375041390058381,374,2020-06-27,2024-03-31
zhaokan,survivor,0.23700416495716067,2,2022-08-28,2022-08-28
lancelot,survivor,0.2369093618317689,78,2025-07-18,2026-03-15
fulan,survivor,0.23567656869112857,255,2023-03-04,2025-03-06
yougg,survivor,0.23430020053375974,227,2021-06-12,2025-03-08
kearu,survivor,0.2333658377210071,3,2025-03-08,2025-03-08
55ee5,survivor,0.23176635255492983,7,2021-05-28,2021-05-30
sosuke,survivor,0.22636785978026377,7,2024-07-20,2024-07-21
zhengklai,survivor,0.22475607898785488,1,2023-07-09,2023-07-09
bloom,survivor,0.22260971764865145,8,2021-03-05,2021-03-12
dama,survivor,0.21910685593972792,6,2021-10-30,2021-11-13
cy,survivor,0.2183426817199228,88,2022-07-03,2025-04-18
zhankhan,survivor,0.21718350468439235,1,2022-08-28,2022-08-28
445,survivor,0.21253927438062445,231,2020-06-25,2022-10-23
gnk,survivor,0.20781539340195673,296,2021-11-13,2026-03-14
fox,survivor,0.20458360413805643,424,2020-06-25,2026-03-05
recha,survivor,0.2019411278523997,4,2026-03-05,2026-03-07
ameri,survivor,0.19641779411374186,5,2023-02-18,2023-02-26
cai,survivor,0.19348462448884984,3,2022-07-03,2022-07-03
sings,survivor,0.19348462448884984,3,2022-07-03,2022-07-03
juda,survivor,0.1931916466443102,104,2020-08-15,2024-04-20
lion,survivor,0.1929796925334658,638,2020-06-25,2026-03-21
koki,survivor,0.19005150460722273,1,2021-03-07,2021-03-07
o5,survivor,0.18358616079701653,4,2024-07-20,2024-07-21
hello'maka,survivor,0.1825714637489112,4,2021-06-13,2021-06-13
fl두부,survivor,0.1817137443070385,3,2021-06-13,2021-06-13
ゆと,survivor,0.18085602486516553,2,2021-06-13,2021-06-13
qingq,survivor,0.18029496360135455,66,2022-11-04,2023-07-14
naka,survivor,0.17918357727645,3,2020-08-08,2020-08-08
toki,survivor,0.17851745193068885,156,2020-08-07,2023-05-01
ameko,survivor,0.17745810247110522,1,2025-02-21,2025-02-21
mz,survivor,0.1752731497154741,19,2023-09-28,2025-04-20
hengh,survivor,0.1745629427476784,152,2021-10-17,2024-12-01
earthx,survivor,0.17190565531068353,1,2020-10-18,2020-10-18
sxy,survivor,0.1710413360906934,587,2020-06-25,2025-03-22
hana,survivor,0.16969029066222252,8,2022-07-02,2022-07-10
oniske,survivor,0.1686912513171203,56,2022-07-30,2024-09-26
black,survivor,0.1682955039838681,7,2022-07-02,2022-07-10
fuku,survivor,0.1672766559023121,93,2020-10-16,2026-05-03
nerisu,survivor,0.16622363292415557,315,2022-12-03,2026-03-14
chai,survivor,0.16369983722054401,7,2023-06-24,2023-06-25
kamikawaji,survivor,0.16369983722054401,7,2023-06-24,2023-06-25
sasori,survivor,0.16301102797632191,440,2020-10-16,2025-07-13
awei,survivor,0.16230064422272994,1,2022-07-09,2022-07-09
481,survivor,0.15656675591725042,41,2022-08-21,2023-04-16
kaero,survivor,0.15358391440870456,3,2025-02-21,2025-02-23
op,survivor,0.14965490578055396,3,2024-07-21,2024-07-21
weirdo,survivor,0.14913852588928228,232,2020-06-26,2022-05-01
hata,survivor,0.14907214681006897,7,2020-10-03,2021-08-21
zizi,survivor,0.1454605607931502,89,2025-05-31,2026-03-15
persica,survivor,0.1440282611785727,316,2024-06-09,2026-05-02
flashair,survivor,0.1435554136241434,9,2022-02-27,2023-04-14
josephd,survivor,0.14002293617881417,8,2020-10-03,2020-10-10
ycl,survivor,0.13868574550044588,24,2026-03-05,2026-04-18
jumperior,survivor,0.13822475517328936,8,2020-10-03,2020-10-10
yellowduck,survivor,0.13822475517328936,8,2020-10-03,2020-10-10
hataい,survivor,0.13778409918937845,7,2020-10-03,2020-10-10
kat,survivor,0.13709376327581907,348,2020-08-08,2026-05-02
zzai,survivor,0.13649069635366246,311,2020-06-25,2022-07-24
kaeru,survivor,0.13634296184281744,256,2021-11-14,2025-04-19
tx,survivor,0.13576629982759977,461,2020-11-05,2025-05-04
b9,survivor,0.13511448438356527,6,2022-02-26,2022-02-27
zzzkai,survivor,0.13511448438356527,6,2022-02-26,2022-02-27
dazzle7,survivor,0.13358252344410126,2,2022-02-26,2022-02-26
batoru,survivor,0.13185595907022038,213,2022-12-03,2026-03-15
yh,survivor,0.13111261045247338,5,2026-03-05,2026-03-07
ying,survivor,0.13111261045247338,5,2026-03-05,2026-03-07
takakou,survivor,0.12714568340959106,371,2020-08-08,2026-05-03
littleboy,survivor,0.12598480504042664,139,2020-10-03,2026-03-08
lingyun,survivor,0.12591567150409744,45,2025-06-07,2026-04-18
jiu,survivor,0.12392722086479853,266,2020-06-26,2022-10-30
weather,survivor,0.12281136900103862,15,2025-12-31,2026-01-02
zed,survivor,0.12172721772028056,32,2021-08-08,2023-08-27
zuu,survivor,0.11947221782154611,10,2026-03-06,2026-03-14
youzi,survivor,0.11801011990693853,227,2020-06-27,2021-12-19
zhuzi,survivor,0.11777133778890968,33,2021-10-23,2022-05-02
tuna,survivor,0.11748866383872497,380,2020-08-14,2025-12-21
tea,survivor,0.11748593148994531,422,2020-06-25,2025-03-22
chz,survivor,0.11705933121755219,7,2020-06-25,2022-10-06
emmko,survivor,0.11670396995854587,235,2024-03-02,2026-03-15
guagua,survivor,0.11584372234083201,44,2024-03-10,2026-03-21
pin,survivor,0.11380537543763677,55,2021-03-13,2024-09-28
jimy,survivor,0.11316673756828634,3,2024-03-09,2024-03-09
lis,survivor,0.11097299060557105,54,2022-10-16,2024-03-17
josephxd,survivor,0.1103366467781112,8,2020-10-17,2020-10-25
yat,survivor,0.11003803257928717,67,2021-03-06,2023-03-05
nlkuq,survivor,0.10988320286748683,7,2026-02-28,2026-03-14
yomi1,survivor,0.1098312875779707,47,2025-10-25,2026-03-15
syu,survivor,0.10952508551937691,11,2020-08-16,2021-03-06
gua(lvs),survivor,0.10937913534070369,5,2021-03-13,2021-03-14
lan(hmt),survivor,0.10937913534070369,5,2021-03-13,2021-03-14
xiwan,survivor,0.10937913534070369,5,2021-03-13,2021-03-14
lecksyu,survivor,0.10919636116013993,1,2024-03-17,2024-03-17
shao,survivor,0.10550827650225217,35,2022-02-25,2025-02-23
billy,survivor,0.10417223678488007,250,2020-06-25,2022-04-10
goguma,survivor,0.10309633504415852,16,2023-09-28,2024-03-17
dahyo,survivor,0.1013400223756032,63,2021-06-18,2022-11-05
c1,survivor,0.09973338813145681,12,2025-03-07,2025-03-22
qiuf,survivor,0.09973338813145681,12,2025-03-07,2025-03-22
61rd,survivor,0.09850417925453457,9,2021-06-13,2022-03-11
nyado,survivor,0.09758811788389642,8,2020-10-09,2020-10-25
ybp,survivor,0.09668447705774665,2,2020-11-25,2020-11-25
k3,survivor,0.09103059757508208,105,2020-10-09,2023-02-19
yunom,survivor,0.09069105836353047,2,2021-11-27,2021-11-27
sheni,survivor,0.09035669736112084,4,2022-03-19,2022-04-03
blue,survivor,0.09012388089258594,207,2020-06-26,2026-02-28
potato,survivor,0.08996254922197364,49,2022-08-19,2026-03-07
tajan,survivor,0.08842359451073847,2,2021-09-11,2021-09-11
katakuriko,survivor,0.08741452751118964,3,2020-10-11,2020-10-11
sika,survivor,0.08706167441080893,61,2020-10-09,2022-08-26
xc,survivor,0.08557575151592459,2,2020-06-26,2025-09-11
chen,survivor,0.08546205057478753,297,2023-06-23,2026-03-21
lvory,survivor,0.08512535486252308,2,2020-10-09,2020-10-09
banche,survivor,0.08421338877176558,8,2026-03-05,2026-03-22
lili,survivor,0.08418136090371126,2,2020-10-09,2020-10-09
hhu,survivor,0.08355008498178598,194,2020-08-07,2023-03-05
avodoca,survivor,0.08340317060394703,3,2026-02-28,2026-03-01
yt,survivor,0.0832434022557638,10,2022-07-03,2022-07-10
yjj,survivor,0.08226458520137879,221,2020-06-25,2021-12-19
pindy,survivor,0.08183372071203276,12,2025-02-22,2026-03-01
pinota,survivor,0.08128382864769372,147,2021-06-18,2026-03-01
shogun,survivor,0.08083834895916038,3,2021-11-27,2021-11-27
ruin,survivor,0.08057878976390061,7,2023-07-08,2023-07-09
umaru,survivor,0.08057878976390061,7,2023-07-08,2023-07-09
yuepig,survivor,0.08057878976390061,7,2023-07-08,2023-07-09
meimei,survivor,0.08029270019550985,2,2025-04-11,2025-04-16
citie,survivor,0.07947407249275393,34,2026-03-06,2026-05-05
ziro,survivor,0.07947407249275393,34,2026-03-06,2026-05-05
hirony,survivor,0.07848434559279817,5,2020-10-09,2020-10-11
usagi,survivor,0.07848434559279817,5,2020-10-09,2020-10-11
takoyaki,survivor,0.07835147757823539,384,2020-08-16,2026-03-14
tosa,survivor,0.07651254510754026,5,2021-03-06,2021-03-07
ovosexy,survivor,0.07453264695024953,2,2021-11-14,2021-11-14
せうん,survivor,0.07453264695024953,2,2021-11-14,2021-11-14
エダ・雌マー,survivor,0.07453264695024953,2,2021-11-14,2021-11-14
lin,survivor,0.0737380017423865,150,2024-10-04,2026-05-05
min,survivor,0.07239233428560475,2,2026-02-28,2026-02-28
sky,survivor,0.0721628437121854,3,2021-04-11,2023-02-24
legend,survivor,0.07212183134853302,4,2024-03-09,2024-07-27
roido_,survivor,0.07194954258914492,1,2022-03-06,2022-03-06
joy,survivor,0.06958276327397014,11,2026-03-06,2026-03-21
lcx,survivor,0.06958276327397014,11,2026-03-06,2026-03-21
leaf,survivor,0.06958276327397014,11,2022-03-27,2026-03-21
zeroshi,survivor,0.06958276327397014,11,2026-03-06,2026-03-21
zkai,survivor,0.06937125563785586,45,2021-03-14,2023-04-17
xmm,survivor,0.06919503482435574,119,2020-06-25,2022-07-10
pichu,survivor,0.06899634534793289,3,2021-03-07,2021-06-12
leil,survivor,0.06501465991563897,156,2024-03-09,2026-03-21
tai,survivor,0.0646284948174332,89,2020-08-15,2023-03-05
junqing,survivor,0.06461972061812464,20,2022-03-19,2023-03-25
airqaq,survivor,0.06458485756425508,8,2021-03-14,2021-05-01
akyu,survivor,0.06458485756425508,8,2021-03-14,2021-05-01
rakki,survivor,0.06458485756425508,8,2021-03-14,2021-05-01
manji,survivor,0.06285430793028345,5,2020-10-09,2020-10-11
apollo,survivor,0.062408373346199954,14,2021-03-05,2023-03-05
zb,survivor,0.061391610141846555,164,2020-06-25,2023-03-25
nisa,survivor,0.05913414823666539,16,2022-12-03,2022-12-22
zhengkai,survivor,0.058572148812639585,47,2023-07-08,2026-02-28
06sy,survivor,0.05852401200334647,5,2026-03-07,2026-03-07
xiaoy,survivor,0.05810962331992926,19,2026-03-05,2026-03-22
pandaaaa,survivor,0.05792463227330384,4,2022-08-19,2022-08-27
seeun,survivor,0.05782591519351029,53,2021-09-11,2023-04-17
fuku@jp,survivor,0.057718074980767496,19,2021-06-18,2021-10-01
hatari,survivor,0.05746845059478135,6,2022-04-20,2023-02-25
lcaa,survivor,0.05683893047730058,15,2021-08-07,2021-09-04
sunowo,survivor,0.05683893047730058,15,2021-08-07,2021-09-04
jellx,survivor,0.05653899626864008,23,2022-12-03,2026-03-14
shadow(sea),survivor,0.055761448582121474,96,2021-08-21,2026-03-08
brontal,survivor,0.055164425668244116,4,2022-07-30,2026-03-14
ssees,survivor,0.054798005682984596,10,2021-03-06,2021-03-14
anchan,survivor,0.050651907599785495,26,2021-03-06,2021-09-11
miniblue,survivor,0.049979181258409056,93,2022-02-25,2026-03-08
mcd,survivor,0.049154767602862214,7,2022-12-04,2022-12-10
takashi,survivor,0.049154767602862214,7,2022-12-04,2022-12-10
shenl,survivor,0.04772309204109227,7,2022-03-26,2023-03-12
hatar1,survivor,0.04753116312442227,28,2021-09-03,2025-03-02
dyba,survivor,0.046962211021666596,3,2021-09-11,2021-09-12
raye,survivor,0.046962211021666596,3,2021-09-11,2021-09-12
sh0gun,survivor,0.04614011834926089,4,2021-11-14,2021-11-19
marimo,survivor,0.045728400509049,15,2026-02-28,2026-03-14
kesy,survivor,0.04498563804297562,21,2025-03-06,2025-08-02
cheonma,survivor,0.04366358148489517,5,2026-02-28,2026-03-01
hiz,survivor,0.04366358148489517,5,2026-02-28,2026-03-01
jueum,survivor,0.04118028494017167,1,2022-07-31,2022-07-31
chapha,survivor,0.04106858848740511,10,2022-08-19,2022-09-11
runn,survivor,0.04023073470406396,57,2021-08-21,2025-03-01
gaon,survivor,0.03969302464801723,8,2024-07-20,2024-07-21
