player_id,role,beta,n_games,first_seen,last_seen
gnk,survivor,0.2730640862037826,260,2021-11-13,2026-03-14
raolie,survivor,0.27285499924663054,371,2020-08-08,2025-12-21
drop,survivor,0.2713987303401151,503,2020-11-14,2026-05-05
city,survivor,0.26604272506440246,475,2020-08-07,2026-05-03
vivian,survivor,0.255983872731081,4,2026-03-07,2026-03-07
nagi,survivor,0.25044485328259997,6,2026-02-28,2026-03-01
xiaochu,survivor,0.25044485328259997,6,2026-02-28,2026-03-01
tmasa,survivor,0.2503398719239447,92,2025-02-22,2026-05-02
chen,survivor,0.24727111196330895,297,2023-06-23,2026-03-21
pindy,survivor,0.2365057990452184,12,2025-02-22,2026-03-01
lancelot,survivor,0.22487403731831618,78,2025-07-18,2026-03-15
iron,survivor,0.22319887667227908,602,2020-06-25,2025-08-23
tx,survivor,0.2135503913701041,461,2020-11-05,2025-05-04
zizi,survivor,0.19351320218393203,89,2025-05-31,2026-03-15
takoyaki,survivor,0.1864379468570497,341,2020-08-16,2026-03-14
ycl,survivor,0.18213676892659003,24,2026-03-05,2026-04-18
yomi1,survivor,0.17938826808658143,47,2025-10-25,2026-03-15
banche,survivor,0.1787502416590676,8,2026-03-05,2026-03-22
guagua,survivor,0.1764038840205112,44,2024-03-10,2026-03-21
lin,survivor,0.16569237670798512,150,2024-10-04,2026-05-05
weather,survivor,0.16319983877211475,15,2025-12-31,2026-01-02
lingyun,survivor,0.16232111702419186,45,2025-06-07,2026-04-18
fuku,survivor,0.15705015092243535,81,2020-10-16,2026-05-03
maeken,survivor,0.1566659262636985,355,2020-08-16,2026-05-02
takakou,survivor,0.1488445067955715,288,2020-08-08,2026-05-03
zibi,survivor,0.14843784142854066,564,2020-06-25,2024-11-09
avodoca,survivor,0.14690314244164437,3,2026-02-28,2026-03-01
citie,survivor,0.133705554419765,34,2026-03-06,2026-05-05
ziro,survivor,0.133705554419765,34,2026-03-06,2026-05-05
emmko,survivor,0.12605539304278385,225,2024-03-02,2026-03-15
moririn,survivor,0.12523289322019068,108,2024-03-02,2026-05-02
fulan,survivor,0.11876751533341612,255,2023-03-04,2025-03-06
tarako,survivor,0.11871592013875366,130,2023-02-25,2026-03-14
min,survivor,0.11812221537165293,2,2026-02-28,2026-02-28
regesi,survivor,0.11513539046717236,212,2023-03-04,2024-08-24
tuna,survivor,0.10976112335720209,284,2020-08-14,2025-12-21
pinota,survivor,0.10954890553572542,115,2021-06-18,2026-03-01
aez,survivor,0.10810916541919283,315,2022-07-30,2026-03-15
kaeru,survivor,0.107860482877727,232,2021-11-14,2025-04-19
nerisu,survivor,0.10525821290055977,304,2022-12-03,2026-03-14
ivory,survivor,0.10496313420451306,204,2020-08-07,2024-05-04
cheonma,survivor,0.10175420306769668,5,2026-02-28,2026-03-01
hiz,survivor,0.10175420306769668,5,2026-02-28,2026-03-01
huahua,survivor,0.10007001725779395,312,2022-03-19,2024-10-05
red,survivor,0.09722156638736132,74,2025-03-06,2026-01-03
shadow,survivor,0.09086216526193118,272,2021-06-12,2023-05-03
potato,survivor,0.08860580320504734,23,2022-08-19,2026-03-07
kat,survivor,0.08790155589994189,237,2020-08-08,2026-05-02
yougg,survivor,0.08531302734906158,214,2021-06-12,2025-03-08
joy,survivor,0.07958769895624247,11,2026-03-06,2026-03-21
lcx,survivor,0.07958769895624247,11,2026-03-06,2026-03-21
leaf,survivor,0.07958769895624247,11,2022-03-27,2026-03-21
zeroshi,survivor,0.07958769895624247,11,2026-03-06,2026-03-21
marimo,survivor,0.07643071211687459,15,2026-02-28,2026-03-14
clover,survivor,0.07582225603720978,50,2025-03-06,2026-04-18
batoru,survivor,0.07456093407241236,200,2022-12-03,2026-03-15
06sy,survivor,0.0738280696392916,5,2026-03-07,2026-03-07
mk,survivor,0.0702793091947109,430,2020-06-25,2023-05-01
leil,survivor,0.0664584596350539,156,2024-03-09,2026-03-21
zyj,survivor,0.06225525278353557,498,2020-06-26,2023-08-26
lim,survivor,0.058818459674376385,122,2020-08-07,2023-12-02
banban,survivor,0.05831770565185917,129,2021-11-13,2024-04-21
jellx,survivor,0.05750628272367074,17,2022-12-03,2026-03-14
wasabi,survivor,0.056605263693748464,7,2026-02-28,2026-03-01
choco,survivor,0.053229035121331265,12,2023-02-18,2026-03-13
neco,survivor,0.053229035121331265,12,2026-02-28,2026-03-13
prpr,survivor,0.053229035121331265,12,2026-02-28,2026-03-13
yabbeeyo,survivor,0.053229035121331265,12,2026-02-28,2026-03-13
mz,survivor,0.052906102465424897,8,2023-09-28,2025-04-20
cy,survivor,0.051042254402646765,56,2022-07-03,2025-04-18
nlkuq,survivor,0.04884044120675169,7,2026-02-28,2026-03-14
zuu,survivor,0.04825301124070336,10,2026-03-06,2026-03-14
sxy,survivor,0.048024115559837176,587,2020-06-25,2025-03-22
ming,survivor,0.04688706292973731,313,2020-11-04,2023-01-02
juda,survivor,0.046200177960225935,79,2020-08-15,2024-04-20
neru,survivor,0.0451112990506607,34,2021-03-06,2026-03-08
pyone,survivor,0.04311200467165668,127,2021-03-05,2023-04-17
kesy,survivor,0.03934646759555129,21,2025-03-06,2025-08-02
al6oster,survivor,0.03589525903032999,2,2026-02-28,2026-02-28
long,survivor,0.03521305026415189,733,2020-06-25,2025-12-31
yc,survivor,0.03492597048375199,4,2025-02-22,2025-02-23
unicorn,survivor,0.03468120546013683,133,2025-03-06,2026-03-21
xiaoy,survivor,0.032496926073545554,19,2026-03-05,2026-03-22
godjay,survivor,0.03230895112136786,6,2020-10-03,2026-03-08
alphar,survivor,0.030477220651474225,113,2021-09-11,2023-07-15
lofi,survivor,0.03022434077729093,26,2022-02-25,2026-02-28
qingq,survivor,0.03005451276796274,66,2022-11-04,2023-07-14
bbe,survivor,0.030051265958933805,374,2020-06-27,2024-03-31
add,survivor,0.028554783463154994,267,2020-06-26,2022-12-30
dolphin,survivor,0.02575984510326172,11,2023-02-24,2026-02-28
meaken,survivor,0.025640614050680594,15,2026-03-07,2026-03-15
huanxue,survivor,0.024681491009575715,19,2022-07-03,2025-04-18
pinpin,survivor,0.024681491009575715,19,2025-02-22,2025-04-18
recha,survivor,0.02405423500371502,4,2026-03-05,2026-03-07
bobo,survivor,0.02390990847518317,357,2020-06-27,2022-11-20
mocchi(ngs),survivor,0.023524872349467627,6,2025-02-22,2025-03-01
toki,survivor,0.022336284880775284,83,2020-08-07,2023-05-01
yush,survivor,0.02226146365464281,12,2022-07-02,2024-09-01
gt,survivor,0.021930727161453355,7,2024-03-16,2024-09-01
moumou,survivor,0.021470952169575695,1,2026-03-01,2026-03-01
mocchi,survivor,0.019418083668967252,232,2020-10-10,2025-03-09
upxi,survivor,0.019175611821968957,285,2020-08-03,2024-05-01
445,survivor,0.016404176534711018,222,2020-06-25,2022-10-23
loveleft,survivor,0.015234144049170513,80,2021-03-20,2025-05-01
co,survivor,0.014659591536085476,3,2026-02-28,2026-02-28
hanbok,survivor,0.014659591536085476,3,2026-02-28,2026-02-28
ribbon,survivor,0.014659591536085476,3,2026-02-28,2026-02-28
pin,survivor,0.013556739893553852,30,2021-03-13,2024-09-28
hhu,survivor,0.013490107595136917,120,2020-08-07,2023-03-05
huan,survivor,0.012422270653404378,637,2020-11-04,2025-04-20
xizi,survivor,0.011355740064232768,33,2023-02-24,2026-03-07
shao,survivor,0.011138636996934662,18,2022-02-25,2025-02-23
zkai,survivor,0.010800114030269783,23,2021-03-14,2023-04-17
zed,survivor,0.010698393782594766,14,2021-08-08,2023-08-27
jimy,survivor,0.010520309134590258,3,2024-03-09,2024-03-09
77,survivor,0.010391403959359108,1,2024-07-27,2025-03-07
k3,survivor,0.010355602884344034,82,2020-10-09,2023-02-19
tawash,survivor,0.010235078831671178,27,2021-11-13,2024-06-30
jiu,survivor,0.010173052971727782,266,2020-06-26,2022-10-30
guagua(pt),survivor,0.01004255373605205,3,2026-03-01,2026-03-01
tai,survivor,0.010008058070903974,27,2020-08-15,2023-03-05
xue,survivor,0.009115652823141055,21,2023-02-25,2024-04-21
lis,survivor,0.008913929587127256,54,2022-10-16,2024-03-17
apollo,survivor,0.008553730103484258,14,2021-03-05,2023-03-05
legend,survivor,0.008005018974593398,1,2024-03-09,2024-07-27
weirdo,survivor,0.007977968661491188,232,2020-06-26,2022-05-01
junqing,survivor,0.007253487574273035,20,2022-03-19,2023-03-25
dahyo,survivor,0.007231364674339586,58,2021-06-18,2022-11-05
yat,survivor,0.007202364003657917,39,2021-03-06,2023-03-05
yakakou,survivor,0.0068105914526689,1,2024-03-16,2024-03-16
kali,survivor,0.006640533552899814,1,2024-03-17,2024-03-17
tang,survivor,0.006546073924190547,298,2020-06-26,2023-08-12
norcy,survivor,0.006519089115632052,34,2021-03-21,2023-12-10
midori,survivor,0.006439202915562303,1,2024-03-09,2024-08-30
zhuzi,survivor,0.006368555747016073,33,2021-10-23,2022-05-02
youzi,survivor,0.006263298211083727,215,2020-06-27,2021-12-19
danb,survivor,0.005825810064304932,2,2025-03-02,2025-03-02
moon,survivor,0.005607216079450577,56,2021-08-15,2024-03-10
sika,survivor,0.005599326740131609,38,2020-10-09,2022-08-26
pingfan,survivor,0.005421741659340133,18,2023-02-24,2025-02-23
insomnia,survivor,0.005361895266394413,9,2024-03-09,2026-03-01
lasa,survivor,0.005361895266394413,9,2024-03-09,2024-07-28
billy,survivor,0.0047541108465958245,250,2020-06-25,2022-04-10
ryoga,survivor,0.004264717190997661,3,2021-06-13,2024-03-15
violet,survivor,0.004103495385149688,10,2024-08-11,2024-12-07
ameri,survivor,0.004030744214293779,5,2023-02-18,2023-02-26
flashair,survivor,0.004026328001291372,9,2022-02-27,2023-04-14
seeun,survivor,0.003998941138937171,34,2021-09-11,2023-04-17
tktora,survivor,0.0039011473543596755,80,2021-03-05,2022-11-27
yjj,survivor,0.0036152923183518666,221,2020-06-25,2021-12-19
yanxiang,survivor,0.0034715076288792755,7,2024-03-10,2024-03-17
mumu,survivor,0.0033094083590565816,18,2022-02-25,2024-07-27
zzai,survivor,0.003169083110057028,302,2020-06-25,2022-07-24
haachan,survivor,0.0030982161008693337,13,2022-02-26,2023-09-28
ayane,survivor,0.00295090533194356,2,2024-03-09,2024-03-09
fall,survivor,0.00295090533194356,2,2024-03-09,2024-03-09
kage,survivor,0.00295090533194356,2,2024-03-09,2024-08-24
goguma,survivor,0.0029079374596667424,5,2023-09-28,2024-03-17
ann,survivor,0.0028915274295842506,5,2023-02-24,2023-02-26
shuniiiii,survivor,0.0026338378381775204,7,2023-02-25,2023-02-26
ori,survivor,0.0026124956335919322,36,2021-11-13,2022-12-23
ba1x,survivor,0.0025287533818620935,17,2023-03-04,2023-12-10
dwn,survivor,0.002528436975807511,9,2023-02-25,2023-02-26
xiwang,survivor,0.002528436975807511,9,2023-02-25,2023-07-08
aj,survivor,0.0025169303663827454,72,2021-03-20,2022-07-09
ola,survivor,0.002385193189257447,25,2021-03-13,2023-02-26
imso0v0,survivor,0.0023687748512148292,9,2023-04-07,2023-04-17
oni,survivor,0.0023687748512148292,9,2023-04-07,2023-04-17
arvin,survivor,0.002123973574834111,10,2023-03-04,2023-03-19
mx,survivor,0.0018904276264923522,54,2021-03-06,2026-03-07
taiga,survivor,0.001738310937376526,4,2022-12-03,2022-12-22
ch,survivor,0.0017107807162164885,17,2022-02-19,2024-07-20
imsosexy,survivor,0.0017107807162164885,17,2022-02-19,2022-04-30
lecksyu,survivor,0.0016966969129052327,1,2024-03-17,2024-03-17
shota,survivor,0.0016696208658977592,7,2020-08-07,2023-12-22
shuaimr,survivor,0.0016523646385715783,20,2023-06-10,2023-07-02
947,survivor,0.0016391725703280308,6,2023-02-18,2023-02-19
61rd,survivor,0.0016193222050305315,9,2021-06-13,2022-03-11
foxy,survivor,0.0015594641590730934,4,2022-02-25,2023-02-26
anomaly,survivor,0.0015164640239266097,4,2022-08-26,2023-02-26
zafkiel,survivor,0.0014659108275476892,87,2020-09-05,2021-08-08
hotaru,survivor,0.0014529183239589231,19,2020-10-09,2022-12-22
lc,survivor,0.0014225238054096732,14,2020-10-02,2024-08-30
xmm,survivor,0.0013864184501126786,111,2020-06-25,2022-07-10
truth,survivor,0.0012738397926647528,12,2023-03-04,2023-03-25
qingc,survivor,0.0012498688944703128,153,2020-06-26,2022-04-20
588,survivor,0.0012112405467615075,4,2023-09-28,2024-03-17
xiaoi,survivor,0.001207001172958358,49,2021-10-16,2022-04-10
ww,survivor,0.0011616279194205704,143,2020-06-26,2021-12-05
naih33,survivor,0.0011316421894790288,2,2022-06-25,2023-02-17
mkk,survivor,0.0011196666761369052,76,2020-07-25,2021-05-01
metal(naeu),survivor,0.0011189416376038018,3,2022-02-19,2022-02-19
nelkiesus,survivor,0.0011189416376038018,3,2022-02-19,2022-02-19
tonyma,survivor,0.0011189416376038018,3,2022-02-19,2022-02-19
amomaly,survivor,0.001117373814250916,3,2023-02-26,2023-02-26
l c,survivor,0.001117373814250916,3,2023-02-26,2023-02-26
haku,survivor,0.0010420978249884533,10,2021-03-13,2023-08-06
920,survivor,0.0010237390225197973,3,2023-02-24,2023-02-26
xiaov,survivor,0.0010016097564860397,15,2022-03-20,2023-03-12
z,survivor,0.0009206048733620422,18,2020-11-12,2022-03-26
ze1u,survivor,0.0008712458001173367,16,2023-02-18,2023-07-14
naian,survivor,0.0007605831193357472,24,2021-10-15,2021-11-13
serio,survivor,0.0007488111715943946,2,2022-02-20,2022-02-20
b9,survivor,0.0007399504342011769,6,2022-02-26,2022-02-27
zzzkai,survivor,0.0007399504342011769,6,2022-02-26,2022-02-27
sheni,survivor,0.0007001075865104654,4,2022-03-19,2022-04-03
lpz,survivor,0.000682394242362276,59,2020-06-25,2022-04-04
cousin,survivor,0.0006631902219388483,5,2022-02-26,2022-02-27
ran,survivor,0.0006631902219388483,5,2022-02-26,2022-02-27
ghostqueen,survivor,0.0006402348586866954,4,2022-02-20,2022-02-20
pinto,survivor,0.0006402348586866954,4,2022-02-20,2022-02-20
proudsensei,survivor,0.0006402348586866954,4,2022-02-20,2022-02-20
567,survivor,0.000637887408725573,46,2020-06-25,2021-05-01
surume,survivor,0.000620390661195907,15,2021-06-20,2022-08-26
milk,survivor,0.0006175759602231503,6,2023-02-19,2023-03-04
vuerld,survivor,0.0006175759602231503,6,2022-07-30,2023-03-04
sally,survivor,0.0006075679138366849,3,2022-02-19,2022-09-25
zephyr,survivor,0.0006075679138366849,3,2022-02-19,2022-02-19
87yt,survivor,0.0005919955630559952,10,2021-03-13,2022-09-23
saury,survivor,0.0005779224159773532,14,2022-07-24,2022-10-15
33yyds,survivor,0.0005726576190410661,6,2022-02-20,2022-02-21
dazzle7,survivor,0.0005698225046611928,2,2022-02-26,2022-02-26
dobichu,survivor,0.0005666013085895968,3,2022-02-19,2022-02-20
sylph,survivor,0.0005068776025849305,4,2023-02-19,2023-03-04
flan,survivor,0.0004545564765121822,6,2022-03-20,2022-04-04
rice,survivor,0.0004545564765121822,6,2022-03-20,2022-04-04
syuzo,survivor,0.0004332083758653475,10,2022-03-05,2022-03-12
xy(ct),survivor,0.00042726822829854816,1,2022-03-27,2022-03-27
9mammos,survivor,0.0004151509105585794,7,2020-10-03,2023-04-16
roido_,survivor,0.0003952134009249033,1,2022-03-06,2022-03-06
haiya,survivor,0.00037783215167729863,26,2020-07-26,2021-05-02
wy,survivor,0.00037300157905188075,56,2020-06-25,2020-10-03
tzumong,survivor,0.0003657498145533442,1,2023-02-17,2023-02-17
wuhan,survivor,0.0003594308812358087,1,2023-02-26,2023-02-26
mushi,survivor,0.00035878149911370476,11,2020-11-12,2022-04-03
oniske,survivor,0.00035466812352445866,13,2022-07-30,2024-09-26
stn,survivor,0.0003478312133538739,1,2023-02-26,2023-02-26
hai,survivor,0.00034635337017220835,8,2023-03-04,2023-03-25
8nom,survivor,0.00030423928230364686,10,2021-02-27,2023-06-24
pablizg,survivor,0.00030324329147559667,1,2024-03-17,2024-03-17
maron,survivor,0.0002523817208079527,3,2022-07-30,2022-08-21
merry,survivor,0.00021259180204810717,4,2021-02-26,2021-09-11
towa,survivor,0.0002054851413550741,8,2021-02-26,2022-07-02
sz,survivor,0.00019905733468888215,8,2022-03-19,2022-04-03
salilly,survivor,0.00019486282737519526,7,2022-02-20,2022-02-21
小樱,survivor,0.00019215301735645422,2,2022-03-19,2022-04-03
tem,survivor,0.00018672831273592306,4,2022-02-19,2022-02-20
tinechu,survivor,0.00018672831273592306,4,2022-02-19,2022-02-20
key,survivor,0.000184163968743048,6,2021-02-26,2023-06-24
kokua,survivor,0.00017962888397974203,2,2022-02-19,2022-09-10
why,survivor,0.00017962888397974203,2,2021-11-13,2022-02-19
ruka,survivor,0.00016104501946824149,16,2020-08-07,2021-12-11
ssees,survivor,0.0001524334241143582,10,2021-03-06,2021-03-14
earth,survivor,0.00014111483441121958,6,2020-10-03,2021-08-22
lingtian,survivor,0.00014111483441121958,6,2020-10-04,2021-03-07
yorhan,survivor,0.00012266931576643714,1,2021-03-07,2021-09-05
am5,survivor,0.00012261191469914182,12,2021-03-06,2021-03-13
xc(仙茶),survivor,0.00011805324433759995,21,2020-06-26,2020-08-23
jx,survivor,0.00011771136007479292,32,2020-11-13,2021-05-04
sanye,survivor,0.0001136719391882326,6,2023-03-04,2023-03-25
yutor1,survivor,0.00011069835763821883,2,2023-02-19,2023-02-26
maozi,survivor,0.00010592894894976495,37,2020-07-04,2020-08-23
baron,survivor,9.901445548561736e-05,10,2021-09-11,2023-02-19
230,survivor,9.639640025406117e-05,2,2025-03-01,2025-03-01
gali,survivor,9.585365511995331e-05,1,2021-02-27,2021-02-27
ymd,survivor,9.55588090893906e-05,1,2022-03-19,2022-03-19
ruto,survivor,9.547265872672671e-05,3,2020-10-10,2021-05-01
haachar,survivor,9.341109687702511e-05,1,2022-02-26,2022-02-26
dian0,survivor,8.980383006441108e-05,3,2021-03-27,2021-03-27
sang9,survivor,8.980383006441108e-05,3,2021-03-27,2021-03-27
masiro,survivor,8.702741858132697e-05,3,2022-02-26,2022-02-26
minato,survivor,8.702741858132697e-05,3,2022-02-26,2022-08-20
nayeon,survivor,8.702741858132697e-05,3,2022-02-26,2022-02-26
shane,survivor,8.702741858132697e-05,3,2022-02-26,2023-08-06
zhaokhan_yt,survivor,8.349462639261765e-05,3,2021-08-15,2022-02-27
grandma,survivor,6.65586858124159e-05,8,2022-02-20,2022-02-21
yaya,survivor,5.4974910780102066e-05,9,2021-03-13,2021-03-14
yuyu,survivor,5.4974910780102066e-05,9,2021-03-13,2021-03-14
bin chi l l n,survivor,5.452098843965571e-05,1,2023-02-17,2023-02-17
slpduyhf,survivor,5.039325808611704e-05,4,2021-03-28,2021-03-28
naiyu,survivor,3.59434041059202e-05,3,2020-09-05,2020-09-05
mar,survivor,2.5256656517847437e-05,3,2020-10-02,2021-09-03
wolfie,survivor,2.5256656517847437e-05,3,2020-10-02,2023-08-05
ajax,survivor,2.1816664895637557e-05,3,2026-03-02,2026-03-02
luoji,survivor,2.1816664895637557e-05,3,2026-03-02,2026-03-02
bama,survivor,1.8174666800045825e-05,6,2021-03-13,2021-03-14
pf,survivor,1.8174666800045825e-05,6,2021-03-13,2021-03-14
syu,survivor,1.7604344063041576e-05,3,2020-08-16,2021-03-06
koki,survivor,1.720058555854594e-05,1,2021-03-07,2021-03-07
bagguli,survivor,1.4532867938954732e-05,5,2022-02-20,2022-02-20
potal,survivor,1.4532867938954732e-05,5,2022-02-20,2022-02-20
dreaming,survivor,1.2950159598441542e-05,2,2021-02-28,2021-02-28
thaemanh,survivor,6.475079799220782e-06,1,2021-02-28,2021-02-28
mihrimah,survivor,6.4750797992207784e-06,1,2021-02-28,2021-02-28
gary,survivor,5.431212308252972e-07,5,2024-03-09,2024-03-10
shushu,survivor,5.431212308252972e-07,5,2024-03-09,2024-03-10
1m,survivor,-4.366095082921826e-06,11,2021-03-20,2021-04-16
chiseru,survivor,-7.402501215627141e-06,2,2022-02-19,2022-02-19
ad,survivor,-7.898129588594873e-06,3,2021-03-20,2021-04-15
lzx,survivor,-1.180796680010093e-05,9,2020-08-07,2020-08-23
ailuyyuu,survivor,-1.8931343161740203e-05,5,2022-02-20,2022-02-21
ruoan,survivor,-2.8173760589827363e-05,37,2020-06-25,2020-09-20
xc,survivor,-3.7659090598690727e-05,2,2020-06-26,2025-09-11
aya,survivor,-5.0169459826000065e-05,16,2021-03-06,2021-12-26
ybp,survivor,-5.224685928364002e-05,2,2020-11-25,2020-11-25
sorasora,survivor,-6.284703828061647e-05,1,2021-03-13,2021-03-13
anaisn,survivor,-7.58518061916774e-05,2,2021-03-06,2021-03-06
fallenwingn,survivor,-7.58518061916774e-05,2,2021-03-06,2021-03-06
judasn,survivor,-7.58518061916774e-05,2,2021-03-06,2021-03-06
lusn,survivor,-7.58518061916774e-05,2,2021-03-06,2021-03-06
hoon,survivor,-7.757741664555696e-05,3,2021-02-26,2021-02-26
jumi,survivor,-7.757741664555696e-05,3,2021-02-26,2021-02-26
shuni,survivor,-9.394021851693833e-05,10,2020-10-02,2021-09-12
bloom,survivor,-0.00010154269827620576,8,2021-03-05,2021-03-12
kino,survivor,-0.00010154269827620576,8,2020-08-08,2021-03-12
hh,survivor,-0.00010167783496587129,17,2021-03-20,2021-04-16
laosan,survivor,-0.00010167783496587129,17,2021-03-20,2021-04-16
wn,survivor,-0.00010167783496587129,17,2021-03-20,2021-04-16
down,survivor,-0.00010190588238772705,2,2021-02-26,2021-02-26
gyuli,survivor,-0.00010190588238772705,2,2021-02-26,2021-02-26
puli,survivor,-0.00010190588238772705,2,2021-02-26,2021-02-26
pyapya,survivor,-0.00010190588238772705,2,2021-02-26,2021-02-26
elena,survivor,-0.00010203621933757102,2,2021-03-20,2025-03-08
airqaq,survivor,-0.00010497485142758358,8,2021-03-14,2021-05-01
akyu,survivor,-0.00010497485142758358,8,2021-03-14,2021-05-01
rakki,survivor,-0.00010497485142758358,8,2021-03-14,2021-05-01
seiro,survivor,-0.00010857631290769997,2,2022-02-20,2023-06-25
3o3,survivor,-0.00011371756614550073,9,2021-02-26,2022-09-25
calendar,survivor,-0.00011371756614550073,9,2021-02-26,2022-09-25
jueun,survivor,-0.00011371756614550073,9,2021-02-26,2022-09-25
wuling,survivor,-0.00011573383009432306,2,2024-03-09,2024-03-09
orange,survivor,-0.00011590931463246619,15,2021-03-20,2024-07-27
haru,survivor,-0.00012533919046463186,3,2021-02-27,2021-02-27
noun,survivor,-0.00012533919046463186,3,2021-02-27,2021-02-27
tt(kor),survivor,-0.00012533919046463186,3,2021-02-27,2021-02-27
mlxt,survivor,-0.0001279438648484416,5,2021-03-21,2021-03-27
yezi,survivor,-0.0001279438648484416,5,2021-03-21,2021-03-27
machado,survivor,-0.00013266949377244342,3,2020-10-09,2021-03-13
paiq,survivor,-0.00013266949377244342,3,2021-03-13,2021-03-13
gua(lvs),survivor,-0.00013317351583903074,5,2021-03-13,2021-03-14
lan(hmt),survivor,-0.00013317351583903074,5,2021-03-13,2021-03-14
xiwan,survivor,-0.00013317351583903074,5,2021-03-13,2021-03-14
givenchy,survivor,-0.0001531388967120196,2,2021-03-07,2021-03-07
liquor,survivor,-0.0001531388967120196,2,2021-03-07,2021-03-07
nextdoorr,survivor,-0.0001531388967120196,2,2021-03-07,2021-03-07
perroquet,survivor,-0.0001531388967120196,2,2021-03-07,2021-03-07
cloudy,survivor,-0.0001640006211289351,3,2022-02-21,2022-02-21
22,survivor,-0.0001675281169122809,41,2020-06-27,2022-04-03
maily,survivor,-0.0001679541157041113,2,2021-03-13,2021-03-13
sao,survivor,-0.0001679541157041113,2,2021-03-13,2021-03-13
taki,survivor,-0.0001679541157041113,2,2021-03-13,2022-07-02
goo,survivor,-0.00018169753619052864,3,2021-03-13,2021-03-13
leglag,survivor,-0.00018169753619052864,3,2021-03-13,2021-03-13
maple,survivor,-0.00018169753619052864,3,2021-03-13,2021-03-13
muscle,survivor,-0.00018169753619052864,3,2021-03-13,2021-03-13
tosa,survivor,-0.00018586344004880247,5,2021-03-06,2021-03-07
hata,survivor,-0.00019074846979078746,2,2020-10-03,2021-08-21
theflash,survivor,-0.00019074846979078746,2,2020-10-03,2021-08-22
66,survivor,-0.0001963537510883265,3,2022-02-26,2022-02-26
lazzz,survivor,-0.0001963537510883265,3,2022-02-26,2022-02-26
chopaeng,survivor,-0.00019938439920974484,1,2022-02-27,2022-02-27
jasugo,survivor,-0.00020097684145279368,5,2022-07-30,2022-08-21
smile,survivor,-0.00020097684145279368,5,2022-07-30,2022-08-21
kota,survivor,-0.0002028416418142864,1,2022-02-25,2022-02-25
pichu,survivor,-0.00020346778411184404,2,2021-03-07,2021-06-12
anchan,survivor,-0.0002150942577353891,7,2021-03-06,2021-09-11
diano,survivor,-0.00021774769491285308,2,2021-03-21,2021-03-21
lark,survivor,-0.00021774769491285308,2,2021-03-21,2021-03-27
mias,survivor,-0.00022047829361656755,3,2021-02-28,2021-02-28
numnums,survivor,-0.00022047829361656755,3,2021-02-28,2021-02-28
ovt,survivor,-0.00022047829361656755,3,2021-02-28,2021-02-28
lazli,survivor,-0.00024370258018182166,5,2021-03-05,2021-03-07
jeon,survivor,-0.00025534594464776396,9,2020-10-17,2021-03-13
1031,survivor,-0.0002849572034735675,1,2022-02-19,2022-02-19
chao,survivor,-0.0002863241950770233,5,2021-03-27,2021-03-28
qredona,survivor,-0.0002888290851207354,9,2020-10-02,2022-02-27
dd,survivor,-0.00030135508029226004,7,2021-03-20,2022-07-10
mg,survivor,-0.00030135508029226004,7,2021-03-20,2021-03-28
easterr,survivor,-0.00030832424799135836,2,2022-02-25,2022-02-25
haidan,survivor,-0.00030832424799135836,2,2022-02-25,2022-02-25
laz,survivor,-0.00030832424799135836,2,2022-02-25,2022-02-25
jsxd,survivor,-0.00031408574163858217,6,2022-02-25,2022-02-27
24savage,survivor,-0.00032649577789669145,2,2023-02-18,2023-02-18
haka,survivor,-0.0003607329362495579,1,2022-02-27,2022-02-27
pairchu,survivor,-0.00037987299585367455,1,2022-02-20,2022-02-20
pudding,survivor,-0.00038050346165519576,1,2022-02-19,2022-02-19
3brother,survivor,-0.0003810821644489242,5,2022-03-19,2022-03-27
777,survivor,-0.0003810821644489242,5,2022-03-19,2022-03-27
stone,survivor,-0.0003810821644489242,5,2022-03-19,2022-07-30
lihua,survivor,-0.00038583127549673697,7,2023-03-05,2023-03-12
qg,survivor,-0.00038583127549673697,7,2023-03-05,2023-03-12
paejak,survivor,-0.000387905962870823,3,2022-02-19,2022-02-19
rupirupi,survivor,-0.000387905962870823,3,2022-02-19,2022-02-19
unpopo,survivor,-0.00038925038340421723,1,2022-02-25,2022-02-25
beloin,survivor,-0.0003898222236982515,1,2021-03-06,2022-08-26
sennie,survivor,-0.0003898222236982515,1,2022-02-25,2022-08-27
yun(luv),survivor,-0.00039234550892343703,1,2022-02-27,2022-02-27
nanzhiye,survivor,-0.0003941244960419938,16,2023-03-05,2023-03-26
seed,survivor,-0.0003941244960419938,16,2023-03-05,2023-03-26
sweet,survivor,-0.00041134106302297846,13,2021-03-28,2021-04-17
iwane,survivor,-0.00045335856226074583,2,2022-02-26,2022-08-21
chz,survivor,-0.00045990316121911234,7,2020-06-25,2022-10-06
a4,survivor,-0.00047163778311359677,7,2023-02-18,2024-03-17
qing(sea),survivor,-0.00048743236783544455,3,2021-08-08,2022-02-26
477,survivor,-0.0004910545743847392,7,2023-02-17,2023-06-25
chomong,survivor,-0.0004910545743847392,7,2023-02-17,2023-02-19
99,survivor,-0.0004957870506477823,12,2021-03-13,2022-07-10
kunashiri,survivor,-0.000500600102417947,5,2022-02-26,2022-02-27
syang,survivor,-0.0005469313304758683,16,2021-03-21,2021-04-17
林清,survivor,-0.0005469313304758683,16,2021-03-21,2021-04-17
