tau_post,alpha,tau_pre,shift_date,fold,test_period,rmse,null_rmse,r2
60.0,0.0,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1537480507648972,1.1537480507648972,0.0
60.0,0.0,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.09055673129318,1.09055673129318,0.0
60.0,0.0,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1554714366492227,1.154605324976626,-0.0015008358351922269
60.0,0.0,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084838692315937,1.1625760678151191,0.09089091442971509
60.0,0.0,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.038464887362482,1.1384964393796808,0.16800583583525963
60.0,0.05,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1299833528993923,1.1537480507648972,0.04077137522799579
60.0,0.05,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.073792795759159,1.09055673129318,0.03050751645701877
60.0,0.05,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1537164644194773,1.154605324976626,0.0015390859509007981
60.0,0.05,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084776591960035,1.1625760678151191,0.09090110056614764
60.0,0.05,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0384582757719394,1.1384964393796808,0.16801642990984655
60.0,0.1,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.126569523972187,1.1537480507648972,0.04655853280878797
60.0,0.1,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0704953002392303,1.09055673129318,0.03645277606391095
60.0,0.1,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.152538415797276,1.154605324976626,0.003577082320159408
60.0,0.1,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084716092357176,1.1625760678151191,0.09091102408094776
60.0,0.1,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.038451687550019,1.1384964393796808,0.16802698647265601
60.0,0.15,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.125714656972186,1.1537480507648972,0.04800497066116871
60.0,0.15,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0690134028223885,1.09055673129318,0.039118625841666144
60.0,0.15,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1516813872013512,1.154605324976626,0.005058413299822373
60.0,0.15,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.108465750171926,1.1625760678151191,0.09092063442401987
60.0,0.15,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.038445122501872,1.1384964393796808,0.16803750583661126
60.0,0.2,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1256946167515798,1.1537480507648972,0.04803886561042392
60.0,0.2,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0682415453019378,1.09055673129318,0.040505691264917765
60.0,0.2,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1510232804328384,1.154605324976626,0.0061951699054266784
60.0,0.2,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.108460105579208,1.1625760678151191,0.09092989293236986
60.0,0.2,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.03843858043659,1.1384964393796808,0.1680479883083119
60.0,0.3,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1265345021279984,1.1537480507648972,0.046617811457422165
60.0,0.3,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0676387279586415,1.09055673129318,0.04158828651652058
60.0,0.3,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1500662831640438,1.154605324976626,0.007847044632919409
60.0,0.3,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084495264465875,1.1625760678151191,0.09094724516233743
60.0,0.3,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0384255645098677,1.1384964393796808,0.16806884377104425
60.0,0.5,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1291544978631993,1.1537480507648972,0.04217806831132054
60.0,0.5,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0678852688221572,1.09055673129318,0.041145599440413516
60.0,0.5,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.148884579334645,1.154605324976626,0.009884889967569088
60.0,0.5,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084314626324328,1.1625760678151191,0.09097687362231965
60.0,0.5,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0383998004572883,1.1384964393796808,0.16811012482746057
60.0,0.8,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1333582454752662,1.1537480507648972,0.035033011158796534
60.0,0.8,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0693900951449258,1.09055673129318,0.03844132767575403
60.0,0.8,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1478756373816106,1.154605324976626,0.011623149923965514
60.0,0.8,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084123384282096,1.1625760678151191,0.09100824081917225
60.0,0.8,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.038361803651327,1.1384964393796808,0.16817100423024545
60.0,1.0,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1360573985572937,1.1537480507648972,0.030431297408217817
60.0,1.0,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.070629782675843,1.09055673129318,0.03621066698079589
60.0,1.0,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1474270818335357,1.154605324976626,0.01239545535995279
60.0,1.0,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1084046679471318,1.1625760678151191,0.0910208216606545
60.0,1.0,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.038336890644708,1.1384964393796808,0.1682109192436846
80.0,0.0,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1537480507648972,1.1537480507648972,0.0
80.0,0.0,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.09055673129318,1.09055673129318,0.0
80.0,0.0,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1619312900874919,1.154605324976626,-0.012730249130492144
80.0,0.0,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1096533916013926,1.1625760678151191,0.08897156435793563
80.0,0.0,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376638451327995,1.1384964393796808,0.1692888939788233
80.0,0.05,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1299833528993923,1.1537480507648972,0.04077137522799579
80.0,0.05,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.073792795759159,1.09055673129318,0.03050751645701877
80.0,0.05,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1592965248287843,1.154605324976626,-0.008142574784673728
80.0,0.05,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1096545849985797,1.1625760678151191,0.08896960479224536
80.0,0.05,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376580699020344,1.1384964393796808,0.16929814077875427
80.0,0.1,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.126569523972187,1.1537480507648972,0.04655853280878797
80.0,0.1,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0704953002392303,1.09055673129318,0.03645277606391095
80.0,0.1,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1575276482416685,1.154605324976626,-0.0050684358084780445
80.0,0.1,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1096558495682551,1.1625760678151191,0.0889675283585819
80.0,0.1,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376523115288416,1.1384964393796808,0.16930736053655948
80.0,0.15,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.125714656972186,1.1537480507648972,0.04800497066116871
80.0,0.15,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0690134028223885,1.09055673129318,0.039118625841666144
80.0,0.15,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1562518101474348,1.154605324976626,-0.002854064660730682
80.0,0.15,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1096571982486108,1.1625760678151191,0.08896531381189166
80.0,0.15,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376465698936534,1.1384964393796808,0.16931655344412733
80.0,0.2,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1256946167515798,1.1537480507648972,0.04803886561042392
80.0,0.2,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0682415453019378,1.09055673129318,0.040505691264917765
80.0,0.2,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1552833741466828,1.154605324976626,-0.0011748573294865228
80.0,0.2,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.109658641240125,1.1625760678151191,0.08896294440235097
80.0,0.2,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376408448793035,1.1384964393796808,0.1693257196894954
80.0,0.3,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1265345021279984,1.1537480507648972,0.046617811457422165
80.0,0.3,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0676387279586415,1.09055673129318,0.04158828651652058
80.0,0.3,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1538998265305227,1.154605324976626,0.0012216865633696283
80.0,0.3,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1096618401525289,1.1625760678151191,0.0889576917384598
80.0,0.3,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376294442559484,1.1384964393796808,0.16934397292735215
80.0,0.5,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1291544978631993,1.1537480507648972,0.04217806831132054
80.0,0.5,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0678852688221572,1.09055673129318,0.041145599440413516
80.0,0.5,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1522459973636092,1.154605324976626,0.004082636775984638
80.0,0.5,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1096696129901729,1.1625760678151191,0.08894492855512925
80.0,0.5,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0376068375510434,1.1384964393796808,0.1693801673341787
80.0,0.8,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1333582454752662,1.1537480507648972,0.035033011158796534
80.0,0.8,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0693900951449258,1.09055673129318,0.03844132767575403
80.0,0.8,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1508996668207017,1.154605324976626,0.0064086168622410344
80.0,0.8,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.109684867418796,1.1625760678151191,0.08891988016248975
80.0,0.8,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0375734014121791,1.1384964393796808,0.1694336987327496
80.0,1.0,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1360573985572937,1.1537480507648972,0.030431297408217817
80.0,1.0,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.070629782675843,1.09055673129318,0.03621066698079589
80.0,1.0,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1503270542963704,1.154605324976626,0.007397063295999318
80.0,1.0,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.109697360315085,1.1625760678151191,0.08889936606186155
80.0,1.0,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0375514175768747,1.1384964393796808,0.16946889400533027
110.0,0.0,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1537480507648972,1.1537480507648972,0.0
110.0,0.0,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.09055673129318,1.09055673129318,0.0
110.0,0.0,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1686556252465738,1.154605324976626,-0.02448592338318556
110.0,0.0,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1109295934097314,1.1625760678151191,0.08687482906076982
110.0,0.0,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0374042364268532,1.1384964393796808,0.16970450614214982
110.0,0.05,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1299833528993923,1.1537480507648972,0.04077137522799579
110.0,0.05,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.073792795759159,1.09055673129318,0.03050751645701877
110.0,0.05,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.16529536448,1.154605324976626,-0.01860294027784315
110.0,0.05,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1109375026232073,1.1625760678151191,0.08686182710698476
110.0,0.05,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373998137562412,1.1384964393796808,0.16971158557275845
110.0,0.1,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.126569523972187,1.1537480507648972,0.04655853280878797
110.0,0.1,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0704953002392303,1.09055673129318,0.03645277606391095
110.0,0.1,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.162973180856063,1.154605324976626,-0.014547271150891161
110.0,0.1,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1109454082505377,1.1625760678151191,0.08684883095595997
110.0,0.1,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373954007429262,1.1384964393796808,0.1697186495147146
110.0,0.15,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.125714656972186,1.1537480507648972,0.04800497066116871
110.0,0.15,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0690134028223885,1.09055673129318,0.039118625841666144
110.0,0.15,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1612729186022077,1.154605324976626,-0.011582911371596616
110.0,0.15,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1109533113312329,1.1625760678151191,0.08683583889893998
110.0,0.15,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373909973386854,1.1384964393796808,0.16972569804540538
110.0,0.2,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1256946167515798,1.1537480507648972,0.04803886561042392
110.0,0.2,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0682415453019378,1.09055673129318,0.040505691264917765
110.0,0.2,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1599730192377997,1.154605324976626,-0.00931949852807512
110.0,0.2,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1109612126783264,1.1625760678151191,0.0868228495994352
110.0,0.2,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.037386603496149,1.1384964393796808,0.16973273124085153
110.0,0.3,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1265345021279984,1.1537480507648972,0.046617811457422165
110.0,0.3,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0676387279586415,1.09055673129318,0.04158828651652058
110.0,0.3,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1581113107636525,1.154605324976626,-0.00608226675307133
110.0,0.3,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.11097701250763,1.1625760678151191,0.08679687543304349
110.0,0.3,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373778443108044,1.1384964393796808,0.16974675192352762
110.0,0.5,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1291544978631993,1.1537480507648972,0.04217806831132054
110.0,0.5,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0678852688221572,1.09055673129318,0.041145599440413516
110.0,0.5,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.155900691487699,1.154605324976626,-0.002245084319603574
110.0,0.5,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1110086094613087,1.1625760678151191,0.08674493043900411
110.0,0.5,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373604386844508,1.1384964393796808,0.16977461246953895
110.0,0.8,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1333582454752662,1.1537480507648972,0.035033011158796534
110.0,0.8,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.0693900951449258,1.09055673129318,0.03844132767575403
110.0,0.8,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1541410142466817,1.154605324976626,0.0008041143781294391
110.0,0.8,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.111056001646883,1.1625760678151191,0.08666701551290068
110.0,0.8,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373346070028275,1.1384964393796808,0.16981595943066807
110.0,1.0,110.0,2023-01-01,1,2021-07-11→2022-08-06,1.1360573985572937,1.1537480507648972,0.030431297408217817
110.0,1.0,110.0,2023-01-01,2,2022-08-06→2023-10-13,1.070629782675843,1.09055673129318,0.03621066698079589
110.0,1.0,110.0,2023-01-01,3,2023-10-13→2024-10-19,1.1534129865262475,1.154605324976626,0.002064294650720222
110.0,1.0,110.0,2023-01-01,4,2024-10-19→2025-07-25,1.1110875780621436,1.1625760678151191,0.086615100593468
110.0,1.0,110.0,2023-01-01,5,2025-07-25→2026-05-05,1.0373175666530428,1.1384964393796808,0.16984323415985936
