tau,bt_mean,bt_se,null_mean,null_se,rolling_mean,rolling_se
29.999999999999996,1.1150598534245486,0.026456179445063184,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
36.458191668546604,1.1131784802119133,0.02606210861756384,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
44.3066579913494,1.1115442881230106,0.025740948097940673,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
53.84468764137862,1.1101262593119137,0.02550367341007676,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
65.43599807874686,1.1088918652478204,0.025327112044371186,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
79.52260533258669,1.107837368416499,0.025177305186892707,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
96.64167957325446,1.1069940601926571,0.02503990465485517,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
117.4460292350659,1.1063888498180383,0.02491909722641857,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
142.72899481872537,1.1060348838905405,0.02482762869457777,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
173.4547016586695,1.1059066969956945,0.024754135982654316,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
210.7948252960783,1.1059683062392665,0.024694070605505866,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
256.173271446074,1.1061633277923837,0.024625703170382186,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
311.32047435798614,1.1064460788628336,0.024546618549868667,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
378.339384149544,1.1067622365181937,0.024458671589603506,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
459.7856594361316,1.1070968774035381,0.024371857524509127,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
558.7651232723866,1.1074275052808897,0.024285034763171297,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
679.0521987321248,1.1077436087546373,0.02420782793900867,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
825.2338404774604,1.1080411287630756,0.02413624059109612,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
1002.8844509166032,1.108312490027937,0.024070196642498133,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
1218.7784510974202,1.1085581203563535,0.024017124347693427,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
1481.148612386805,1.1087758118963662,0.023969121735340538,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
1799.9999999999998,1.1089645517357678,0.023929517671888566,1.1564727977309839,0.017758188458176248,1.1816536124176484,0.016550522712422612
