fold,date,tier,p_home,actual_home,predicted_home,correct,brier,format
1,2022-07-02,IVL,0.5003805016354334,1.0,1,1,0.24961964314606122,3
1,2022-07-02,IVL,0.4504478209869902,1.0,0,0,0.30200759745794714,3
1,2022-07-02,IJL,0.6203940158160886,1.0,1,1,0.14410070322823604,3
1,2022-07-02,IVT,0.4828835999238363,0.0,0,1,0.23317657107540357,3
1,2022-07-02,IVT,0.502690070131411,1.0,1,1,0.24731716634590092,3
1,2022-07-02,IVT,0.5933343288695367,0.0,1,0,0.3520456258150636,3
1,2022-07-02,IVT,0.49618636288319895,1.0,0,0,0.2538281809448597,3
1,2022-07-02,IVT,0.5119410869944598,1.0,1,1,0.23820150256414943,3
1,2022-07-02,IVT,0.4985518473829969,1.0,0,0,0.2514502497630053,3
1,2022-07-02,IVT,0.47556582101937606,0.0,0,1,0.2261628501218332,3
1,2022-07-03,IVT,0.5470143069871685,0.0,1,0,0.2992246520486522,3
1,2022-07-03,IVT,0.5,1.0,0,0,0.25,3
1,2022-07-03,IVT,0.5332304536274648,0.0,1,0,0.2843347166757519,3
1,2022-07-03,IVL,0.43166861346173774,0.0,0,1,0.18633779184797913,3
1,2022-07-03,IVL,0.7376593213267029,1.0,1,1,0.06882263168676614,3
1,2022-07-03,IVL,0.40146543251296096,1.0,0,0,0.3582436284768969,3
1,2022-07-08,IVL,0.15557220147494372,0.0,0,1,0.02420270987176048,3
1,2022-07-08,IVL,0.6388901961034132,1.0,1,1,0.13040029047023136,3
1,2022-07-08,IVL,0.6345743950915697,1.0,1,1,0.13353587272269224,3
1,2022-07-09,IVT,0.4088810819904872,0.0,0,1,0.16718373920971155,3
1,2022-07-09,IVT,0.5,0.0,0,1,0.25,3
1,2022-07-09,IVT,0.5258818652007443,1.0,1,1,0.22478800574552518,3
1,2022-07-09,IVT,0.5119410869944598,1.0,1,1,0.23820150256414943,3
1,2022-07-09,IJL,0.2078346530837029,0.0,0,1,0.04319524302242314,3
1,2022-07-09,IVL,0.7550274127658126,1.0,1,1,0.06001156849621153,3
1,2022-07-09,IVL,0.713465420043417,1.0,1,1,0.08210206551089548,3
1,2022-07-09,IVL,0.5785771349647628,0.0,1,0,0.33475150110403334,3
1,2022-07-09,IJL,0.5962953833592906,0.0,1,0,0.35556818421560327,3
1,2022-07-10,IJL,0.21823701962506134,0.0,0,1,0.04762739673482941,3
1,2022-07-10,IVT,0.48334402490786954,0.0,0,1,0.2336214464141392,3
2,2022-07-10,IVT,0.5560769213304855,1.0,1,1,0.19706769977542,3
2,2022-07-10,IJL,0.6083227381205638,1.0,1,1,0.15341107747337243,3
2,2022-07-10,IVT,0.6316134735039137,1.0,1,1,0.13570863290385168,3
2,2022-07-10,IVL,0.7491927019445002,1.0,1,1,0.06290430075790034,3
2,2022-07-10,IVL,0.49216169595253945,1.0,0,0,0.257899743057801,3
2,2022-07-10,IVL,0.7143931780735366,1.0,1,1,0.08157125673093456,3
2,2022-07-10,IJL,0.5692895655676932,0.0,1,0,0.32409060946425283,3
2,2022-07-15,IVL,0.615534090423724,0.0,1,0,0.3788822164737612,3
2,2022-07-15,IVL,0.5074579394517154,1.0,1,1,0.24259768140915008,3
2,2022-07-15,IVL,0.7835638260291993,1.0,1,1,0.04684461740311872,3
2,2022-07-16,IJL,0.5070234009892829,1.0,1,1,0.24302592717217336,3
2,2022-07-16,IJL,0.5452130070026309,0.0,1,0,0.2972572230048508,3
2,2022-07-16,IJL,0.5403207121594542,1.0,1,1,0.21130504766959135,3
2,2022-07-16,IVL,0.3966786754758197,0.0,0,1,0.15735397157725067,3
2,2022-07-16,IVL,0.15887463652582198,0.0,0,1,0.02524115013121205,3
2,2022-07-17,IVL,0.4542859851864578,1.0,0,0,0.29780378596391494,3
2,2022-07-17,IVL,0.3556359044517835,0.0,0,1,0.12647689653523808,3
2,2022-07-17,IVL,0.6538211396606299,1.0,1,1,0.11983980334586508,3
2,2022-07-17,IJL,0.5363498597030101,1.0,1,1,0.21497145259741843,3
2,2022-07-17,IJL,0.3924787170742342,1.0,0,0,0.36908210920776835,3
2,2022-07-17,IJL,0.5232847621586153,1.0,1,1,0.227257417990168,3
2,2022-07-22,IVL,0.5565749237906256,0.0,1,0,0.30977564579254063,3
2,2022-07-22,IVL,0.3469707302678454,0.0,0,1,0.12038868766260194,3
2,2022-07-22,IVL,0.3970723805267933,0.0,0,1,0.1576664753772145,3
2,2022-07-23,IJL,0.5508628866825169,1.0,1,1,0.20172414655916163,3
2,2022-07-23,IJL,0.7600522018292215,0.0,1,0,0.5776793495054476,3
2,2022-07-23,IVL,0.4469715696110065,1.0,0,0,0.30584044481851386,3
2,2022-07-23,IVL,0.3268964324252607,0.0,0,1,0.10686127753236302,3
2,2022-07-23,IJL,0.5999188738666021,1.0,1,1,0.16006490748816782,3
2,2022-07-23,IVL,0.7389783362898174,1.0,1,1,0.06813230892603168,3
2,2022-07-24,IVL,0.34185529081953325,0.0,0,1,0.11686503986130765,3
2,2022-07-24,IVL,0.8221864967008641,1.0,1,1,0.031617641955511824,3
2,2022-07-24,IVL,0.22193230665019698,0.0,0,1,0.04925394873507707,3
2,2022-07-24,IJL,0.38042311282953845,0.0,0,1,0.14472174477491573,3
2,2022-07-24,IJL,0.5129761805618201,0.0,1,0,0.2631445618237931,3
2,2022-07-24,IJL,0.1918800253169593,0.0,0,1,0.03681794411563694,3
2,2022-07-29,IVL,0.2666996568023742,0.0,0,1,0.07112870693850416,3
2,2022-07-29,IVL,0.32938084358084824,0.0,0,1,0.10849174011803121,3
2,2022-07-29,IVL,0.39023871199926174,0.0,0,1,0.15228625234284277,3
2,2022-07-30,IVT,0.5128471281701112,0.0,1,0,0.2630121768723305,3
2,2022-07-30,IVT,0.4870089512530562,0.0,0,1,0.2371777186006017,3
2,2022-07-30,IVT,0.5,1.0,0,0,0.25,3
2,2022-07-30,IVT,0.49404417670605894,1.0,0,0,0.2559912951250497,3
2,2022-07-30,IVT,0.5249644321671754,1.0,1,1,0.22565879070625414,3
2,2022-07-30,IVL,0.5220287926776924,0.0,1,0,0.2725140603845292,3
2,2022-07-30,IVL,0.6093727820825605,0.0,1,0,0.3713351875430398,3
2,2022-07-30,IVL,0.35485614633191775,0.0,0,1,0.12592288458953943,3
2,2022-07-30,IVT,0.24293756970846414,1.0,0,0,0.5731435233589266,3
2,2022-07-31,IVT,0.5248742772097965,0.0,1,0,0.2754930068765063,3
2,2022-07-31,IVT,0.3793743755953817,0.0,0,1,0.14392491685838574,3
2,2022-07-31,IVT,0.5189421390389515,1.0,1,1,0.2314166655924195,3
2,2022-07-31,IVT,0.49634960536152434,1.0,0,0,0.2536637200194922,3
2,2022-07-31,IVT,0.4856061980497952,1.0,0,0,0.2646009834847865,3
2,2022-07-31,IVL,0.6579023905376533,1.0,1,1,0.11703077439985227,3
2,2022-07-31,IVL,0.24351374495266104,1.0,0,0,0.5722714540755477,3
2,2022-07-31,IVL,0.5967057073220727,1.0,1,1,0.16264628650658966,3
2,2022-07-31,IVT,0.48700895125305615,0.0,0,1,0.23717771860060163,3
2,2022-08-05,IVL,0.8050692077305869,1.0,1,1,0.03799801377478109,3
2,2022-08-05,IVL,0.5728311089970946,0.0,1,0,0.3281354794348412,3
2,2022-08-05,IVL,0.7034649808059414,0.0,1,0,0.4948629792203036,3
2,2022-08-06,IVL,0.6016538277195238,1.0,1,1,0.15867967297050684,3
2,2022-08-06,IVL,0.7032803085079169,1.0,1,1,0.08804257531915698,3
2,2022-08-06,IVL,0.38468092093482065,1.0,0,0,0.3786175690616204,3
2,2022-08-06,IVT,0.5139746139467206,0.0,1,0,0.2641699037816805,3
2,2022-08-06,IVT,0.45601484382524105,0.0,0,1,0.20794953778895897,3
2,2022-08-07,IVT,0.5080193074967775,1.0,1,1,0.2420450017959504,3
